image_id,id,caption
190236,401,An office cubicle with four different types of computers.
517069,447,Two women waiting at a bench next to a street.
182417,856,A beautiful dessert waiting to be shared by two people.
172330,1536,A cat in between two cars in a parking lot.
109976,3202,A white stove sits between two small counter tops.
172330,5037,A cat stands between two parked cars on a grassy sidewalk.
172330,5406,A cat at attention between two parked cars.
472678,7482,An office desk with two flat panel monitors.
534605,8173,Three men standing around their motorcycles in a parking lot.
534605,8272,Group of three motorcyclists standing in front of their motorcycles.
11511,10030,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them.
11511,10939,A metal statue of two women sits on a bench in a city street.
472678,11319,"An office desk with two computer screens, books diagrams and a phone on it."
472678,11616,Two computer monitors are placed beside each other on a desk.
63740,14472,Two computers sitting on top of a desk.
472678,16074,A desk with two monitors depicting security cameras.
11511,16927,A statue of two women with purses sitting on a bench.
249025,17536,There are two yellow flowers inside a vase.
11511,19042,A statue of two people sitting on a bench.
63740,19458,A desktop with two computers and fruit on it.
11511,19711,A metal statue of two women sitting on a bench.
393569,19942,Three people live in one room who share a bathroom.
192871,19973,One apple and several oranges sit in a bowl.
249025,20431,Two orange roses in a small vase with water.
221754,22603,A four cross street of a downtown area.
177934,24725,Two young women are washing two motorcycles with hoses..
63740,27981,a laptop computer a keyboard and two monitors.
201775,29195,A bathroom with two urinals and a sink.
298396,29483,A fully-stocked kitchen with no one in it.
201775,30641,"A public bathroom with two urinals on a wall, and sink with a mirror over it on another wall."
201775,30707,Two urinals and a sink in a bathroom.
557501,33461,a bathroom with two sinks near towel and soap dispensers.
557501,33746,A restroom with two sinks and a red colored stall.
127987,35494,A baseball player bobble head next to two computer monitors on a desk.
435880,37728,A refrigerator and freezer placed next to one another.
368335,39043,a brown horse is walking in between two cars.
204186,40309,Racers riding four wheelers while a crowd watches.
368335,41113,A horse walking between the parking spaces of two cars.
127987,42985,A desk with two computer screens and a Cecil Cooper bobble head.
368335,43048,A horse is standing between two parked cars.
204186,43060,Spectators enjoying a show of two men on four-wheelers.
204186,43843,Two men ride on atv's and tilt them to the side.
423798,44241,"An empty street at night with bright lights shining from the light poles, and one very bight light reflecting off the pavement."
204186,45322,Two men doing a stunt show on four wheeler ATV vehicles.
368335,45775,"From the rear, we see a horse standing between two cars parked in a parking lot."
102411,50819,Two people riding a motorcycle to the beach.
102411,56807,Two people sitting on a motorcycle in the street next to a beach.
543047,59777,"A living room and dining room have two tables, couches, and multiple chairs."
102411,61028,Two people are riding a motorcycle on the beach.
86220,64471,A white car and a white bus parked parallel from one another.
571804,70521,Ten porcelain pieces with floral patterns painted on them.
78404,70600,Three women sitting on a park bench next to each other.
71711,75935,An air hanger with two world war two airplanes parked next to each other.
221708,76267,A kitchen with a table and four chairs.
85576,76602,An empty toilet stall with two rolls of used toilet paper and one full roll.
85576,77508,Two empty toilet paper roll holders hang in the stall while the empties lay around and a nice roll sets on the bar.
571857,85001,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background."
163746,85903,Two almost identical photos with some minor cropping show two young girls standing on the coast with people in the water in the background as a plane flies overhead.
571857,90485,two people outside sitting on chairs with planes around them.
571857,98324,two people are camping out in the desert.
214192,100329,two motocross racers in the middle of a race.
214192,101382,Two competitors skidding during a dirt bike competition.
214192,102447,A picture of two motorcross people skidding in the dirtroad.
214192,107862,two people on dirt bikes making turns on a track.
206135,111064,The view of four cows standing in a row from behind.
206135,115039,Four cows stand in the parking lot of a church.
216497,116851,In an unfinished room a counter sits with three chairs while a stove and cabinets sit in the distance.
1761,117569,Two planes flying in the sky over a bridge.
3661,118293,The four huge bananas are still connected together.
441586,119284,a person riding a two thick wheeled bike on sand.
1761,119546,"Two planes fly over a bridge in Sydney, Australia, with the Sydney Opera House in the background."
441586,119737,A man standing on a vehicle with two large wheels.
537812,120417,A small bathroom with two containers catching plumbing drips.
58705,121587,Two people posing in funny hats for a camera.
1761,123905,two jets are flying over a bridge and some water.
1761,123944,Two airplanes flying in the sky above a black bridge.
267351,126355,Two clocks on perpendicular facades of a church bell tower.
427338,130715,Two men are riding motorcycles through some ruins.
527220,133025,A red Ferrari at a gas station showing the gas prices and three mopeds.
122217,133434,Two people skateboarding down a roadway in a downhill descent.
206135,135823,Four cow rears stand in front of a building with a steeple.
122217,136170,Two male skateboarders rolling down a paved slope.
168337,136635,Two people outside of a stone building near a red fire hydrant.
122217,137943,"Two longboarders coasting, crouched, across a downhill road."
58705,139221,There are two people posing and one man is holding a banana.
122217,140499,two people riding skate boards on a hilly road.
122217,142149,Two people on skateboards riding down a slanted road.
168337,142653,There are two people standing on the side of a street.
206135,158965,There are four cows standing on the side of a road.
522751,162232,A traffic signal next to two other traffic signals.
435003,167840,A desk with two computer monitors and a laptop.
435003,168482,A computer desk that has three monitors on top of it.
491090,169865,A man sitting on one of a group of motorcycles.
130826,171485,Two men sitting next to each other on a wooden bench.
472623,175846,A man balances his bicycle on one wheel.
384850,176156,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.
435003,177335,A computer workstation with a laptop and two additional monitors.
384850,177674,A bathroom with a white shower curtain that has four trees on it.
531707,185285,Four older men sitting on a wooden bench.
130826,185306,two elder people sit on a bench on a bus street.
531707,185792,A black and white photo of four elderly people sitting in a bench overlooking the ocean.
53505,186030,There are a variety of bottles and two towels over the toilet.
570782,187008,Three computers without screens sit on a desk.
531707,188567,A group of four elders sit on a park bench in front of the ocean.
69213,189060,Two men wearing suits and hats are walking together.
408112,193073,Two airplanes are parked on the landing strip.
221502,195569,A memorial park bench with two pots of cut flowers.
243495,197203,There are two rolls of toilet paper and a hand dispenser on the bathroom wall.
69213,197682,Two men in blazers and fedoras with a moped in the background.
286907,199497,A simple blue bathroom with only one toilet.
553094,202399,two gray jets are flying next to each other.
69213,203784,Two men who are wearing suits and hats standing next to each other.
69213,204414,two men wearing hats standing next to each other.
69213,205830,Two men are dressed in blazers and hats in a rural village area.
84752,206324,a jet on three pillars in front of a building.
570782,206637,a desk with two laptops and a monitor.
84752,206684,A fighter jet sitting on top of a set of three cement blocks.
408112,209795,One white and red plane and one grey plane on the ground.
536343,211955,Photo of a bathtub with two towels placed on a rack at the far end of the tub.
8211,215677,Two people are sitting on chairs talking on at a corner.
8211,216061,Two men sitting on the street in front of a building.
34873,216966,a black counter a sink and a table and two chairs.
570782,220185,Three computers sit opened on top of the desk.
293324,232469,Three Finnair planes are parked at the gates on this side of the terminal.
33854,233673,Two cars facing towards a variety of motorcycles.
8211,235663,Two men setting next to each other on the street.
33854,235710,Two very old time cars in front of a group of motorcycles.
467511,243628,Two adults with helmets beside a motorcycle on pavement.
11149,244901,Two parked bikes on a sidewalk with a person riding a motor bike.
383443,251941,A large white bathroom with two vanity sinks and a bathtub.
467511,252139,two people stand in front of a motorcycle.
209613,261466,Three look alike dogs are herding sheep into a pile.
209613,263731,Small group of sheep being herded by three border collies.
386457,265168,Cat wedged between two large oak doors trying to get out.
209613,266209,These sheep are being watched by three dogs.
77396,266274,These two cats are playing in a room that has a large TV and a laptop computer.
103585,267139,A bathroom with two sinks sitting under mirrors.
37670,267632,Someone holding up a remote with six buttons.
386457,268483,a cat stares through an opening between two doors.
77396,268530,Two cats playing in a room with a laptop and television.
209613,268615,A group of sheep in a field with three dogs close by.
44279,269948,Two men work in the kitchen of a restaurant.
44279,270368,Two men cooking in a stainless steel restaurant kitchen.
44279,271061,Two men cooking and packaging food in a kitchen.
209613,272065,A group of sheep surrounded by three dogs.
103585,273622,a bathroom with two sinks with a light on above them.
103585,274594,A toilet with two sinks and mirrors with lights on.
77396,276078,"One cat lying on the floor, and another with its front paws up on a stool."
255401,276787,A dirty bathroom with two toilets and a sink.
173302,277255,An empty restaurant with two employees working behind the counter.
490936,282935,two covered motorcycles in a row of motorcycles parked on the street.
376310,294274,A rest room with three sinks and a well lighted mirror.
376310,294787,A nice lighted bathroom has three fancy sinks.
376310,299533,A purple bathroom with three sinks and a purple countertop with a mirror surrounded with light bulbs.
449996,309912,Two planes in runway and another plane in the sky.
534827,311018,five men riding their motor cycles on the street.
449996,313263,Two jumbo jets are driving on the runway of an airport.
449996,314817,Some parked airplanes and one airplane in the sky.
534827,315014,Five people riding some motorbikes on the road.
480021,315791,A man on a motorcycle is waving at two men.
565045,316449,Blue bathroom with two white towels hanging by the shower.
565045,317697,Two towels are hanging on the wall beside a shower door.
508370,320591,A couple of men as one points to the right next to a bicycle.
300659,320904,Seven jets fly in formation leaving trails of smoke behind them.
363840,321537,A desk with two laptops and a monitor.
241319,321762,A bathroom sink with two toothbrushes facing each other.
363840,322035,"Two laptops,computer,keyboard and other electrical gadgets are on the table."
363840,322041,two laptops a mouse cords wires and a monitor.
52996,322128,Two woman soldiers talking to other women in a kitchen.
186980,322432,A wooden table with two chairs next to a sink.
241319,323160,Two toothbrushes sits on the opposite side of each other on the double faucet sink.
186980,323698,a wooden dinette table and two chairs with place settings.
241319,323970,Two toothbrushes each in a glass on the sink.
508370,325865,two men standing next to a bike parked on a street corner.
37751,327005,Two motorcycle riders are on a dirt path.
508370,329483,There are two men standing next to a bike and a doll.
244833,335821,there are two motorcycles that are parked behind seats.
182611,341044,Two people with lots of food on a table and each has a plate.
244833,341869,two motorcycles line up as they lean against some seats.
453302,351186,"A workplace break room kitchenette, with refrigerator, two microwave ovens, a toaster and sink."
57672,353568,The boat is full of many rowers as one person stands steering.
453302,353745,A break room kitchen is shown with two microwaves.
84241,364658,Three women cooking in a professional kitchen together.
84241,367343,Two women are laughing in the kitchen while they cook.
84241,367931,two women are talking while they cook in a kitchen.
519569,372699,The small kitchen has large cabinets and two stoves.
135673,374914,Two planes are close together in the sky.
135673,376624,Two planes fly in the air near each other.
135673,377479,Two airplanes having a close call in the sky.
227478,377837,"two women sitting on a park bench, one looking over her shoulder."
227478,378284,Two women sit next to each other on a park bench.
227478,378974,two people sitting on a bench near trees.
446651,381389,a close up of two people riding a motorcycle.
254814,381748,Lot of two wheelers crossing across the road at a signal.
135673,383611,Two large airplanes flying through a blue sky.
279278,396547,Three people stand on the street talking next to a dog.
32817,398202,Two men stand over the green water spilled from a toilet.
32817,398520,Two men working on and repairing a toilet.
22396,400283,an air plane in the sky with a three quarter moon out.
32817,401379,Two men are doing work in a bathroom.
144003,402165,some people and two women are cutting a white cake.
485237,403400,Two large jets sitting on top of an airport runway.
323202,406886,A toilet that has three sea shells on top.
485237,408872,Two commercial jets on a runway at an airport.
485237,408980,Two planes are on a runway beside trucks.
291634,409376,One bicycle is parked next to many motorcycles.
323202,410456,A toilet with three seashells sitting on top of it.
186632,410660,The large bathroom has four sinks and a chandelier.
485237,413363,Two jumbo jet air planes on a runway facing each other.
239041,415508,A bathroom with purple walls and two mirrors.
485237,416102,Two large jets facing each other at an airport.
323202,417947,White toilet in a restroom with three seashells on the tank.
433915,419478,A picture of a tv screen with two faces overlapping.
433915,420747,The TV has two men merged together on it.
287545,426425,Two giraffes look over a railing blockade.
291791,429691,two people standing near a motorcycle on the grass.
287545,430151,Two giraffes have a big log in their enclosure.
38829,432080,Two men ride a big along a busy street.
38829,432092,Two boys riding on a single bicycle on a city street.
267537,434064,A black and white scene with two couples under umbrellas and rain jackets sitting at a stadium.
38829,435071,Two men are on a bicycle and a third is on a scooter.
566042,441458,Six giraffe are standing looking in the same direction.
566042,444848,Five giraffes standing together and eating near some trees.
104572,453676,"There is an empty tiled bathroom, with two sinks and two mirrors."
104572,454450,This is a commercial bathroom with orange and gray mosaic tiles and three sinks.
210032,455204,Two birds preparing to eat food off of a plate that was left on a table outside by the ocean.
129756,458612,there is a man standing on a hill with sheep and two dogs.
210032,458957,there are two birds standing on the plate of food.
376284,463519,there is a fire hydrant surrounded by three metal poles.
111086,471884,Two rows of cars parked next to a boat.
154718,472942,A white toilet filled with crap with two pink roles of toilet paper.
290768,473982,Three mugs are on the kitchen counter of a stove.
166521,475601,A room that has two televisions in it.
166521,477725,A living room with two televisions decorated for the holiday.
479126,483799,Two women sitting outside hanging out and smoking cigarettes.
187249,483901,Television showing a movie with one man threatening another with a razor blade.
479126,487723,Two girls sitting outisde smoking and one girl on a laptop.
169996,488329,Two men ride bikes next to the cars in the street.
493286,488591,The restored old time car is parked near a four engine airplane.
169996,490138,Two people are riding bikes through the street traffic.
472046,497700,a kitchen with two pineapples on the counter and a wok pot on the burner.
301135,498313,Many people are sitting on two benches next to a light pole.
423123,508075,two people bent over to look into a little fridge.
423123,510691,Two people point at what's in a mini fridge.
45596,515298,a bunch of parked bikes sit between two buildings.
7386,531857,a home made three wheeled trike sitting in a driveway.
497568,541624,A commercial plane being serviced by two people.
98018,543904,a two burner stove a door a window and a table.
502136,545883,a run down building with two planters outside the door.
109900,548752,"Landing strip with two planes, several men and an SUV."
289992,550360,The bathtub takes up one wall of the small bathroom.
183709,556475,Four people wait to cross the street at an intersection.
22969,560047,"Two giraffe stand in an enclosure, on giraffe leans over the wall."
22969,570958,Two giraffes in a zoo enjoy a walk and a snack.
161044,577292,The two airplanes are in the air next to eachother.
161044,579740,Two airplanes are flying in the cloudy sky.
161044,581993,Two planes that are flying in the sky.
6818,585472,"a shower room with two buckets, tolet paper holder and soap."
383676,595224,Two giraffes stand near rocks in a zoo.
203389,595806,A group of men stand around three motorcycle riders.
581615,600419,a urinal hanging on a wall in between two stalls.
525322,600949,two stunt airplanes touching their wings as the fly.
525322,606064,Two jets are flying against a bright blue sky.
525322,608659,two air planes flying in the air near one another.
464476,618921,A building has two macintosh computers at the workstations.
489305,619799,A person shows two bowls full of different fruits.
109055,622325,A cat sitting between two bikes sitting next to each other.
352618,627537,"A pear, orange, and two bananas in a wooden bowl."
479912,632027,The loading dock is attached to the side of a four engine airliner.
479912,635099,An airplane with one wing stands motionless on the tarmac.
144300,639938,A motorcycle parked behind two vans in a parking lot.
348216,643195,There were six toilet all lined up along the wall.
108026,650948,A computer user types one handed on a keyboard.
348045,652699,Three white urinals mounted to a bathroom wall.
348045,655255,Three urinals each have small signs posted above them.
348045,655267,Three urinals are displayed with sings above them.
529966,656141,Two glass bowls of oranges add up to more than enough.
260657,657129,These two photographs show the old sign and the new sign of this restaurant.
482100,657311,Two toilets sit outside a fence on the sidewalk.
58539,657362,"A man in a red hat, suit, and blue striped tie walks past two other men on a street."
482100,657380,there is two toilet bowls outside one is blue.
260657,657645,Two tall signs advertising Mexican food under a cloudy sky.
529966,659171,Two clear glass bowls full of oranges on a bar.
482100,660773,Two toilets sit outside with for sale signs on them.
529966,661784,Two bowls of lemons setting on a shelf.
482100,664160,Two toilets sit outside on the pavement next to a yard with many decorations.
173799,665512,Two men herding a pack of elephants across a field.
529966,666182,Two bowls of oranges are sitting on a metal surface.
567197,667679,There are two old trucks parked next to the building.
225184,668070,Three sheep and a dog standing in a field.
225184,668358,Three sheep running from a dog in the grass.
173799,670513,Two people stand in front of a bunch of elephants.
342367,671034,A TV showing two men in hats and women.
260657,672792,two signs that are advertising a mexican restaurant.
7574,673485,"A kitchen with two sinks, a counter, detergent, a stove and a refrigerator in it."
488592,676535,Some one riding a bike through a market.
342367,677523,A television with two men and a woman on the screen.
173799,677779,Two elephant herders stand next to a large group of elephants in a field.
78266,681442,A clean industrial kitchen with no one in it.
342367,682233,A TV with a picture of two men wearing black hats.
97679,686964,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks.
97679,689685,Two car facing opposite side to side in overcast day.
360951,695028,this si a desk with two computers on it.
175364,695751,"A kitchen with two stoves, an island, and appliances."
59920,695754,"A bathroom with two toilets and a shower in it, with no space for any of them."
175364,696279,this is a kitchen with two stoves and a table.
178982,696877,there are two people on motorcycles approaching a tunnel.
178982,701113,Two motorcycles going through the tunnel at night.
402473,705501,there are two cats that are laying with each other.
402473,705882,Two cats laying together on a bed or floor.
509260,706593,A old television set is displaying an old computer game in front of two bookshelves.
402473,706602,Two different color cats laying beside each other.
402473,707445,two cats in a room next to a white wall.
507975,720267,three men riding horses through a grassy field.
193926,721954,Four different photos of bananas and banana holders.
507975,723159,three horses and three jockeys are racing near a silver car.
89556,724053,Two silver cars parked beside each other in parking spots.
507975,725553,Three jockeys and three horses competing in a race against each other.
239627,726678,Two sinks in a kitchen with dirty dishes in them.
111951,730034,Modern bathroom with two sinks a toilet and a shower.
266206,730840,The bathroom door has three panels of frosted glass.
68093,732655,Two people posing together outside with their motorcycle.
370208,739786,The ten speed bike is attached to the pole.
234807,739907,Two horses standing around n a field near a brick building.
192699,742733,Two people stand near a bike wearing helmets.
383676,746658,two giraffes taking turns eating leaves from a tree.
504074,762988,Two women sitting together in the back yard.
504074,764059,"Two people sitting outside, one with a laptop."
206271,767030,The two urinals are on the wall with color tiles.
508482,768159,Train stopped at the platform has it's doors opened on one side.
283785,768243,Two men dressed as animals entertaining a group of children.
206271,768356,Two urinals in a restroom with multicolored tile.
206271,768962,"A view of a bathroom, with two urinals in it."
577932,770382,Two people walking down the street one of which is riding a pink bike.
206271,770492,Two wall mounted urinals sitting next to trash cans.
85376,774150,two green and black motorcycles parked and some cars.
262682,779797,Two sinks that are in a kitchen near a window.
206271,779966,two urinals near one another with trash cans.
131386,791172,A row of four trick Navy Planes flying in sequence.
35770,797290,a bathroom with three toilets and a big sink.
261888,800197,A bicyclist waiting in the roadway until two horses pass.
261888,803818,a bicyclist rests on a bike on an empty highway with two horses walking alone up the street.
575970,804321,A neatly arranged room with two lights.
281693,804833,an airline with airplanes from one world parked on the air field.
575970,806373,Three bar stools in a kitchen with a black refrigerator.
534664,813298,The luggage suitcases with tags on them are stacked near one another.
129756,821521,An old shepherd with two dogs watching his sheep on a hill.
479126,821945,Two girls are smoking cigarettes while one is playing on the laptop.
210032,825720,This is two birds pecking at the remnants of a burger at an outdoor restaurant.
6213,826351,"A bathroom has two sinks, a bathtub, and a shower."
192699,826511,Two people in BMX gear in a redwood forest.
6213,827023,The bathroom had a tub with two sinks and a separate shower.
192699,827261,Two people wearing helmets while riding their motorcycles.
370208,827956,Someone has parked a classic orange ten speed bicycle.
192699,828424,Two people wearing helmets riding motor bikes in the woods.
394611,5720,Two tall giraffes graze on bushes in an open field.
394611,6122,Two giraffes eat from a tree in the wild.
394611,9488,Two giraffes browsing on a bush under a cloudy sky.
439593,14023,Two trains parked at a train station as passenger wait to board them.
581100,18281,Two giraffes and several other large animals roam a tropical zoo paddock.
581100,18752,Two giraffe's and a water buffalo in a zoo type environment.
353518,20113,Five boats sitting on the beach by the ocean.
581100,20669,two giraffe are standing and the other animals are walking.
344059,22001,Two tall giraffes standing next to each other by trees.
344059,22967,Two giraffes nudging over a pole in a forested area.
581100,23177,Two giraffes looking at the other animals in the enclosure.
344059,25451,Two giraffes eat from a tall food post in their enclosure.
344059,26870,Two giraffe standing in a field next to trees.
228771,29747,Two street signs side by side on a street corner.
228771,32168,Street signs with two street names showing Little Italy district.
228771,36350,Street signs show the intersection of two city streets.
345361,40382,Four children at an outdoor party wearing festive hats.
345361,40730,Four children sit eating birthday cake at a picnic table.
420472,48461,Two giraffes are eating a leafy branch together.
578967,48500,A three car passenger train on the train tracks.
420472,48956,Two zebras eat a piece of a plant.
420472,49640,Two giraffes eating some crop during the day.
315450,50481,Two large buses traveling down a busy city street.
436551,51484,two black birds are swimming in some water.
420472,52946,Two giraffe's fighting over a piece of food.
420472,53600,Two giraffes share a branch that they are eating.
436551,55207,Two black geese are swimming in cloudy water.
327890,57115,photo of three benches for sitting facing each other.
327890,58030,Three empty park benches sitting next to orange and pink walls.
327890,59131,Three empty benches face each other beneath a canopy.
459437,59531,Four sheep standing against a fence looking at a man with a red bowl.
436551,60205,Two black swans are floating in a lake.
171298,61589,Three yellow coach buses parked in a line.
365655,63597,One woman standing behind large specialized bus in mountains by glacier.
417779,68086,A fire hydrant stands at the corner of two city streets.
445365,68133,Two giraffes are shown standing in a grassy field.
445365,69630,"Two giraffes, one looking toward the camera, stand on some grass."
423617,69969,"Two buses and a taxi go down a street,."
423617,70155,Two city buses traveling down a rain covered road way.
349302,70424,The two giraffes are standing in the dirt.
445365,70482,The two giraffes are standing in a pasture.
349302,71888,two giraffes standing under a tree to get some shade.
349302,74426,Two giraffes standing next to power lines in the sand.
349302,74615,TWO GIRAFFES STANDING IN THE SHADE OF A TREE.
445365,74847,Two giraffe standing in a green grass covered field.
520009,75214,TWO PEOPLE ARE WALKING NEAR A MINI TRUCK IN A STREET.
157098,76248,Three giraffes standing up in a field eating leaves off of trees.
460347,77750,A white bus driving on a four lane road.
374727,85517,A street sign showing four different roads on it.
157098,90339,Two giraffes make contact while a third eats from a tree.
157098,90372,Three giraffes are in an enclosure with heads in the air.
215723,96168,Two men smiling and wearing yellow jackets behind construction markers.
157098,96516,Three giraffe's in a green grassy tree filled area.
180011,96667,"Four young giraffes in a zoo, with one of them being fed leaves by a person."
173183,98243,two street signs one is green and white the other brown and white.
157098,98982,"Three giraffes on a green field with sand, rocks and trees."
183104,98988,an image of two giraffes in a crate.
333069,99135,"Two giraffes in the trees, one standing up."
173183,99881,Two street signs atop a post beneath several trees.
180011,100093,A man is offering leaves to four giraffes.
122927,102942,Two adult pheasants walking slowly across a street.
312549,103115,There are two white street signs showing directions.
215723,103653,Two men in neon yellow safety jackets sharing a meal next to a food car.
122927,103758,Two small birds walking on a sidewalk next to patches of grass.
180011,104992,a close up of four giraffes next to a man.
65455,105050,A group of children feeding two giraffes at a zoo.
183104,107004,Two girrafes sticking their heads through the boards of their stable.
547383,107523,Two adult sheep lay on the green grass.
138550,108193,there is a red fire hydrant on a street between two identical white poles.
207728,108495,two white goats in a snowy field look at a tree.
138550,108613,an orange fire hydrant between two white poles on the side of a sidewalk.
207728,109116,Two white goats standing near some melting snow.
180011,109897,A man feeding four giraffes grass and leaves.
180011,110368,A boy feeding four giraffes at a zoo from his hand.
215723,110811,Two men wearing bright yellow construction jackets eating and standing under an orange umbrella.
207728,110961,Two mountain goats standing outside by the snow.
547383,111291,Two sheep sit in a field and look towards the camera.
215723,112134,Two men in yellow jackets sitting at a table eating.
547383,113073,Two sheep lying in green grass have a surprised look for the camera.
122927,114309,Two birds walking down the road in the daytime.
547383,116067,Two sheep lay in the grass and look at the camera.
183104,117474,The heads of two giraffes sticking out of a building looking around.
183104,117801,Two giraffes stick their heads out and get their picture taken.
548780,117817,Two sexy young women sitting on a metal bench in front of flowers.
461573,118357,Two steel benches next to a walk way.
476491,118824,an alley between two buildings with a sky in the background.
547383,119193,two sheep laying in a field of grass.
183104,120579,Two zebras stare at the camera in a zoo.
476491,121494,A narrow road in city between two buildings.
203294,122116,Three women standing near a bus that has the face of a cat painted on the front.
461573,122800,Two old medal benches are put together on a side walk.
235252,124560,THREE GIRAFFES STANDING NEAR A TREE IN A FOREST.
122927,124911,Two game birds with red heads on the sidewalk.
333069,125868,One giraffe is crouched down while another peers out of the shrubbery.
478862,127016,A large plane with two propellers on it.
579893,127834,The stop sign is at a four way intersection.
548780,129994,Two women sitting on a metal park bench.
90208,130050,The picture of three buses on a lot.
90208,131466,Three double decked buses are parked on pavement.
579893,133543,A red stop sign with two green street signs on top of it.
90208,136200,A green and two red double decker tour buses.
117374,141269,Two cats sitting in the dirt under a tree.
548780,144286,Two people sit on a bench with pigeons and other people nearby.
548780,146683,Two women sitting on a bench in the park.
261712,148807,Two giraffes at the zoo during the day.
46497,150813,Two little girls sitting on the side of a white boat.
261712,151030,Two giraffes wander the open park in the same direction.
548780,153388,Two women sitting on a bench with one smoking a cigarette.
165713,153595,A rusted silver fire hydrant next to two poles.
261712,154855,Two giraffe standing next to each other on a dirt road next to a grass field.
261712,155362,Two giraffe standing on dirt near flowering trees.
503841,155845,two traffic lights in front of a huge building.
261712,157375,Two giraffes standing on a dirt path in a fenced in area with trees and green grass surrounding them.
503841,157555,two street lights that are both on the green light.
117374,158267,an image of two cats in a sand lot.
503841,161878,Two green stop lights in front of a skyscraper.
117374,162218,Two cats by a tree in the dirt.
285894,164765,Some children look at two giraffes in an enclosure.
285894,169058,A group of children looking at two giraffes in an enclosure.
23230,176702,Four geese floating in the middle of a river.
46497,190635,Two girls sitting on device on side of a boat.
454661,190977,Three similar cars are stopped at traffic lights.
46497,194655,Two girls are sitting on the edge of a boat looking at the water.
216739,194752,This giraffe has two horns on the top of its head.
185157,198842,A one way sign with a yellow blinking light on top.
480842,205138,Two tall giraffe standing next to each other.
286849,207154,A group of three giraffe standing next to each other behind a rock.
369812,209007,"Various street signs including one that reads ""Newlon Hale Village.""."
165713,210283,A grey and silver fire hydrant between two barriers.
477118,210613,Various signs in two languages direct tourists in Wales.
305343,215424,Two cups sitting on top of a gray counter.
154947,217340,one sheep is standing in some tall grass.
406997,217788,Two women and several little girls look at a sheep in an area with hay on the ground.
62353,217792,Two giraffe walking next to each other in a forest.
165336,218690,Two giraffe standing next to each other on a field.
480842,222067,two giraffes and some green trees and yellow flowers.
76261,222934,Two birds flying in a gray sky next to a mountain.
480842,223966,Two giraffes are peering up above some bushes.
480842,224248,Two giraffes are towering over the plants under them.
480842,224557,Two top halve of two giraffes walking in trees.
463730,227649,Two buses parked in a parking lot next to cars.
286849,228730,Four giraffes look around a rock corner in their enclosure.
430875,228770,A double traffic signal shows three green lights.
286849,228799,Four giraffes poking their heads out from behind a rock.
286849,229330,Four giraffes sticking their heads through a hole in some large rocks.
430875,229379,Two green lit traffic lights with a blue sky behind them.
165713,230608,a fire hydrant near two small poles on the curb of a street.
165713,231151,"The fireplug is positioned between 2 slanted posts, all three of which are dotted with graffiti."
165713,232369,A fire hydrant on a street has two rusty posts beside it.
459500,234348,A clock between two bronze flamingo statues on a black box.
165336,236402,Two giraffes and one other animal grazing in a field.
165336,236807,Two giraffes next to an antelope in a field.
305343,237945,Two ceramic cups - one with a bird and the other with a fox.
305343,238800,Two cups with painted animal pictures on them.
165336,240203,Two giraffes and a deer-like animal in a grassy field.
305343,242736,two cup like things with a bird and a wolf painted on them.
351530,243007,two people sitting on benches with trees in the background.
550939,244805,An intersection with two street signs near a palm tree.
351530,245575,There is a long line of wooden chairs and two women sit.
405205,247052,A bus parked between two trucks in a parking lot.
484893,247298,Several sheep are in a pen as some kids stand next to it while one boy has his hand on one of the sheep's head.
484893,247376,Two children petting sheep in a wooden pen with straw bedding.
165336,247811,Two giraffe and a zebra are standing in a field.
76261,247939,Two birds are in flight in front of some mountains.
369812,248334,Two signs are displayed on a street light.
62353,248971,A photo looking at the back side of two giraffes check out the people.
459500,249975,A clock sitting on a post above the statues of two birds.
351530,250564,The two women sit on a bench together.
459500,250623,A large clock and two birds make a statue.
