image_id,id,caption,preposition,subject,object,verb,wrong_preposition,wrong_caption
321333,770625,A picture of two young kids posing or a picture.,of,A picture,two young kids,posing,,
366611,765550,a dog laying on a soccer ball on a field.,on,dog,soccer ball,laying,,
490171,370135,A man and a dog riding a surf board in the water.,in,a surf board,the water,riding,,
491757,694991,A cat with blue eyes sitting on a pink bed.,with,A cat,blue eyes,sitting,,
247806,768641,A clock on a bell tower of an old church.,on,A clock,a bell tower,,,
145620,734511,a black and white photo of a person riding a dirt bike,of,a black and white photo,a person,riding,,
537270,566393,three people sitting at a table with their cellphones,at,three people,a table,sitting,,
358427,51721,a close up of a fork holding some cooked broccoli,up of,a close,a fork,holding,,
250766,492389,A plate topped with meat and a salad.,with,plate,meat,topped,,
130579,15681,A pitcher about to pitch in a baseball game.,about,A pitcher,to pitch,,,
13348,734907,A JAL jetliner on the tarmac at an airport.,on,A JAL jetliner,the tarmac,,,
129756,460679,A man is standing on a grassy hill with some sheep and dogs.,on,A man,a grassy hill,is standing,,
242060,628993,A plate of cupcakes on a napkin with spoons and drink glasses.,of,A plate,cupcakes,,,
35326,711283,A stove that has a spice rack next to it.,next to,spice rack,it,has,,
146457,124819,two children being entertained by preparing pizza at home.,by,two children,preparing pizza,being entertained,,
233370,622366,A person laying crushed underneath a black piece of luggage.,underneath,person,black piece of luggage,laying,,
430961,770470,A baseball player pitching a baseball on top of a field.,on top of,a baseball,a field,pitching,,
488270,750839,A white airplane is driving down the runway.,down,airplane,runway,is driving,,
364297,144988,a cat laying on a computer keyboard and a monitor near by,on,cat,computer keyboard,laying,,
397354,128515,a woman is giving a baby a bottle while others are congregated in the kitchen,in,others,the kitchen,are congregated,,
357459,93596,a small dog jumping up to reach a frisbee,up to,dog,frisbee,jumping,,
259571,584465,A group of people in the back of a dump-truck.,in,A group of people,the back of a dump-truck,,,
520324,206160,A small airplane sitting next to an airport runway.,next to,airplane,airport runway,sitting,,
309467,762204,Two skiers in dark clothing are standing on the snowy slope.,in,Two skiers,dark clothing,are standing,,
564336,690171,a man at a restaurant using his laptop ,at,a man,a restaurant,using,,
455624,189493,Person driving a plated motorcycle on a track with people watching.,on,a plated motorcycle,a track,driving,,
134034,275927,Two brown horses grazing in a field next to a tree.,in,Two brown horses,a field,grazing,,
47112,35767,A close up image of a half onion and mushroom pizza.,of,image,a half onion and mushroom pizza,,,
164637,283744,A sink and mirror in a very small bathroom.,in,A sink and mirror,a very small bathroom,,,
473219,687166,A man and woman look into each others eyes while getting married.,into,man and woman,each others eyes,look,,
425361,614657,A man at an office desk drinking a glass of wine.,at,A man,an office desk,drinking,,
48564,215117,A man standing in the snow while talking on a cell phone.,in,man,snow,standing,,
293300,171821,Two large elephants standing next to a wire fence.,next to,Two large elephants,a wire fence,standing,,
407868,292466,The man in the park is flying his kite.,in,The man,the park,is flying,,
67616,99171,Street scene with USA and Mexican flags flying from building above restaurant tables on sidewalk.,with,Street scene,USA and Mexican flags,flying,,
184611,85883,A city street with small carts bing peddled by a men on bikes ,with,A city street,small carts,being peddled,,
386879,84251,A woman wearing a red tennis outfit holding onto a racquet.,onto,woman,racquet,holding,,
426253,808279,A plate of food being heated in a microwave.,of,plate,food,being heated,,
57150,365933,A girl in plain dress standing next to a white teddy bear.,in,girl,plain dress,standing,,
563470,488117,a person leaning with her head on a bat ,on,her head,a bat,leaning,,
486046,426237,a close up of a giraffe with a zebra in the background,up of,a close,a giraffe,,,
368900,104038,A TV sits in a room with many other things.,in,A TV,a room,sits,,
407298,414035,A young boy wearing a catchers mitt holding a ball.,wearing,A young boy,a catchers mitt,holding,,
76261,255949,two birds fly in the sky over mountains,in,two birds,the sky,fly,,
556765,36608,An elephant with red on it's face in the water.,with,An elephant,red,,,
425702,41595,A man walking on the beach carrying a surfboard.,on,man,beach,walking,,
500565,285753,A woman holding a child wrapped in a towel brushing her teeth.,in,child,towel,wrapped,,
546556,787666,A flock of sheep lie down in a field.,in,a flock of sheep,a field,lie down,,
50149,430295,A group of bunches of bananas are shown hanging together.,of,group,bunches,are shown,,
549220,569526,a dog that is sitting on a skate board,on,dog,skate board,sitting,,
303566,768391,A bunch of boxes that have fruit inside of them.,of,bunch,boxes,have,,
500716,74246,A man looking through a thumb hole on a scissors.,through,man,thumb hole,looking,,
434459,27141,A man and a woman cutting up a big sheet cake.,up,A man and a woman,a big sheet cake,cutting,,
426241,325298,Many electronic devices and a tangle of wires are on and around the desk.,on,Many electronic devices and a tangle of wires,the desk,are,,
80273,217727,a man snow boarding with snow gear on ,with,a man,snow gear,snow boarding,,
367680,654453,A horse drawn carriage among several other motor vehicles on a road.,among,A horse drawn carriage,several other motor vehicles,,,
493799,172833,A white plate full of cooked meat and vegetables.,of,plate,cooked meat and vegetables,,,
470779,490736,a group of people with skiis standing next to each other ,of,group,people,,,
276707,827061,A close-up of a street sign with small shops in the background.,of,A close-up,a street sign,,,
122166,791971,The cars are travelling behind the guy on the bicycle,behind,The cars,the guy,are travelling,,
453040,425512,A wedding cake topping with decor and flowers.,with,A wedding cake topping,decor and flowers,,,
572620,194154,A man riding a skateboard on top of a ramp.,on top of,a skateboard,a ramp,riding,,
565045,317697,Two towels are hanging on the wall beside a shower door.,on,Two towels,the wall,are hanging,,
289516,8468,A clock sits above green bushes under a blue sky.,above,A clock,green bushes,sits,,
468505,94896,Dude ecstatic sitting by himself at a table full of food.,by,Dude,himself,sitting,,
426836,714060,THIS IS A BREATHTAKING PHOTO OF SOMEONE FLYING A KITE,OF,PHOTO,SOMEONE,FLYING,,
580410,239153,A living room with a white sofa and a gray rug.,with,A living room,a white sofa,,,
512985,466163,The man stands holding a surfboard as he looks out at the sea.,at,he,the sea,looks,,
25603,545517,A girl sitting around a table in a restaurant eating a pizza.,around,girl,table,sitting,,
423519,759552,a public transit bus on a city street ,on,a public transit bus,a city street,,,
35770,797290,a bathroom with three toilets and a big sink,with,a bathroom,three toilets,,,
392818,827716,a black brown and white dog wearing a pink and white jacket,wearing,a black brown and white dog,a pink and white jacket,,,
549674,212641,Computer with two screens showing both screens and the keyboard.,with,Computer,two screens,showing,,
289516,13487,A clock that is surrounded by tall grass in a park.,by,clock,tall grass,is surrounded,,
186980,323698,a wooden dinette table and two chairs with place settings,with,two chairs,place settings,,,
391144,316623,A group of adult elephants and one baby elephant drinking water.,of,group,adult elephants,drinking,,
166521,475601,A room that has two televisions in it.,in,two televisions,it,has,,
560178,623509,Someone is holding a veggie with a bite already taken from it.,with,veggie,a bite,holding,,
279145,733084,A wooden bench surrounded by potted plants in front of a house.,in front of,potted plants,a house,,,
523957,786111,a Skateboarder weaving in and out of cones,in and out,Skateboarder,cones,weaving,,
199977,355648,The airplane in the sky is doing tricks while spitting out smoke.,in,The airplane,the sky,is doing,,
65288,418903,Little birds on the back of chairs at an outdoor restaurant ,on,Little birds,the back of chairs,,,
400922,144798,A photograph of Key Bank with a clock under the sign.,of,A photograph,Key Bank,,,
467511,250798,A man and a woman in helmets standing at a motorcycle.,in,A man and a woman,helmets,standing,,
142620,787064,A man eating out on a table and bench.,on,man,table,eating,,
328683,565510,A parking meter sitting on the sidewalk in front of a building.,on,A parking meter,the sidewalk,sitting,,
13348,738861,A Japan Airlines plane sits parked at an airport.,at,plane,an airport,sits,,
159458,434364,A dog laying on a bed in a bedroom with wood floors.,on,dog,bed,laying,,
527528,153969,A group of kites are being flown in the air.,of,group,kites,are being flown,,
358923,512756,A woman with an umbrella hat on talking on a cell phone.,with,A woman,an umbrella hat,talking,,
576031,79919,A lady is trying to go ice skating/skiing.,to,lady,go,is trying,,
78032,581672,There are two metal benches on the patio.,on,two metal benches,the patio,are,,
185472,136266,The train is approaching and a man is getting off his bicycle.,off,man,bicycle,is getting,,
73118,379035,Two brown teddy bears sitting side by side.,side by side,Two brown teddy bears,,sitting,,
461751,669848,A man on a motorcycle driving beside a van.,on,A man,a motorcycle,driving,,
422998,736865,A woman is preparing a sandwich on a paper plate.,on,a sandwich,a paper plate,is preparing,,
63740,19458,A desktop with two computers and fruit on it.,with,A desktop,two computers,,,
451571,189276,Meal with corn on the cob placed on a plate.,with,Meal,corn,placed,,
300842,476292,A red skateboard with blue wheels on the floor with someones foot on it.,with,A red skateboard,blue wheels,,,
231822,327981,a tray of food with two glasses of drink and salt and pepper ,of,tray,food,,,
80022,216000,A tennis player wearing white holds out his tennis racket as a ball floats in the air near it.,in,ball,air,floats,,
392228,576963,We are looking up at a clock in the peak of a roof.,up at,We,a clock,are looking,,
270402,222385,A couple of elephants are walking around in the dirt,around,elephants,the dirt,are walking,,
385997,516324,Black and white photograph of a dog sleeping in the middle of a living room,of,photograph,a dog,sleeping,,
492937,19526,a vintage photo of a bike eith a lock on it,of,a vintage photo,a bike,,,
107339,108154,Two children in a room with tables and couches.,in,Two children,a room,,,
132931,519398,two men on different baseball teams getting ready for the next move.,on,two men,different baseball teams,getting,,
341469,249316,A man standing next to a stack of red luggage.,next to,A man,a stack of red luggage,standing,,
22623,382719,Some control buttons on an orange and silver electronic device.,on,Some control buttons,an orange and silver electronic device,,,
382125,94669,two men sitting at a table with one holding a plate with a slice of pizza on it,at,two men,a table,sitting,,
459809,443022,A group of people flying a kite on the water.,of,group,people,flying,,
402096,6942,A traffic sign has been vandalized to look like a scary face.,like,a scary face,,vandalized,,
68765,64503,A keyboard sitting on a desk next to a computer mouse.,on,keyboard,desk,sitting,,
490171,374563,A dog rides on a surfboard with a person.,on,dog,surfboard,rides,,
403353,104585,A lamp sitting next to a small bed with a book on top of it.,next to,A lamp,a small bed,sitting,,
249643,400153,A train that is riding on tracks through a station.,on,train,tracks,is riding,,
392933,89181,A giraffe running away through grass toward trees.,through,giraffe,grass,running,,
347456,406005,Mother and child elephant in a fenced pastoral field.,in,Mother and child elephant,a fenced pastoral field,,,
460494,474914,Assorted meal sitting on a plate with a white glass of milk.,on,Assorted meal,a plate,sitting,,
56350,445648,A mural of people are on a yellow tile wall.,of,A mural,people,are,,
271997,539421,A photo of a young male in a suit jacket and tie.,of,A photo,a young male,,,
560011,532615,An office desk with a computer keyboard and mouse.,with,An office desk,a computer keyboard and mouse,,,
513524,234200,A man in a wetsuit on a blue surfboard.,in,man,wetsuit,,,
254516,683896,Batter warming up near dug out during major game.,near,Batter,dug out,warming up,,
99810,767578,Small certain was child eating donuts off a blue plate.,off,donuts,a blue plate,eating,,
23034,556566,A man riding on the back of a brown horse.,on,man,back,riding,,
76625,288306,A train with headlights traveling on a track past pedestrians.,with,A train,headlights,traveling,,
172977,516848,A Zebra standing on a dirt ground inside a fenced area.,on,A Zebra,a dirt ground,standing,,
261796,766974,A tree stands next to an old wood house,next to,A tree,an old wood house,stands,,
46252,557521,a baseball player with a bat on the field,with,a baseball player,a bat,,,
267351,120292,The white and yellow clock with a red roof reads 11:44.,with,clock,a red roof,reads,,
311394,437511,The baby is holding and looking at his tooth brush.,at,baby,tooth brush,looking,,
110884,728865,A green tinted bathroom consisting of a toilet and sink,of,bathroom,a toilet and sink,consisting,,
48564,222017,A young man dressed for skiing talking on a cell phone.,for,man,skiing,dressed,,
151820,28629,A group of people talking and sharing a meal in a restaurant.,of,group,people,talking,,
525286,627885,A large clock is on the wall where the paint is peeling.,on,A large clock,the wall,is,,
347544,103400,There is an old multi colored volvo parked next to a motel,next to,volvo,motel,parked,,
253695,428289,A professional baseball player with his glove out.,with,A professional baseball player,his glove,,,
67534,622459,A man wearing a collar shirt with a blue tie,wearing,A man,a collar shirt,,,
139,379917,A woman standing in a kitchen by a window,in,woman,kitchen,standing,,
318455,256138,Half a cake and two plates of cupcakes on a table.,on,Half a cake and two plates of cupcakes,a table,,,
23751,186764,A statue of children flying a kite in front of a building.,of,A statue,children,flying,,
201646,823538,A man is staring at something in his hand.,at,man,something,is staring,,
388927,42201,a hand holding a gray and blue clock and some peoples legs,holding,a hand,a gray and blue clock,,,
296969,355611,A group of giraffe standing next to each other.,of,group,giraffe,standing,,
247838,365178,A herd of bison stroll by the snow covered banks of a stream.,by,A herd of bison,the snow covered banks of a stream,stroll,,
530470,720190,A field full of people flying kites in a cloudy blue sky.,in,people,a cloudy blue sky,flying,,
192716,583529,A red stop sign sitting in front of a tall palm tree.,in front of,A red stop sign,a tall palm tree,sitting,,
568981,782299,a man that is taking a picture of a little boy,of,a picture,a little boy,is taking,,
491008,267879,A man and a woman holding up a pizza in a seating area.,in,a pizza,a seating area,holding,,
279774,313606,Two young boys playing t-ball at ball park,at,Two young boys playing t-ball,ball park,playing,,
121586,736388,Office space with cat on the television and work.,with,Office space,cat,,,
349860,410320,a man in the air with a skateboard above a half pipe ,in,man,the air,,,
516143,609863,A green and blue bus driving down a street.,down,bus,street,driving,,
482978,305481,This is a multi colored train at this train station,at,train,train station,is,,
39769,547444, two cats lying near two remotes on a purple sheets,near,two cats,two remotes,lying,,
516143,608156,An empty city bus travels down a city street.,down,bus,street,travels,,
133418,91825,A man playing tennis on a red coat in all white.,on,A man playing tennis,a red coat,playing,,
227686,173905,Horse with blinders on walking through wooded area,with,Horse,blinders,walking,,
370478,642925,A suitcase and a laptop sit on a bedroom floor,on,A suitcase and a laptop,a bedroom floor,sit,,
154644,124648,A LADY TALKING ON THE PHONE AND SMOKING A CIGARETTE.,ON,LADY,PHONE,TALKING,,
104572,453451,A bathroom with orange decorated wallpaper and a mirror.,with,A bathroom,orange decorated wallpaper,,,
443426,657647,A guy in a suit and tie is posing for the camera.,in,guy,suit,is posing,,
55528,132631,A man is holding a toothbrush and a paper bag while seated.,while,A man,,is holding,,
118515,19289,A spotted kitten sitting on a wooden bench.,on,A spotted kitten,a wooden bench,sitting,,
244019,85356,a white wall with some graffiti and a red white and blue fire hydrant,with,a white wall,some graffiti,,,
263796,294186,A red toilet with many pipes and wires behind it.,with,A red toilet,many pipes and wires,,,
11122,230342,A stop sign behind a green chain link fence.,behind,A stop sign,a green chain link fence,,,
289417,113644,A boy on skis standing in the snow.,on,boy,skis,standing,,
572517,316402,a large bear landing a large polar bear is in the background preparing to drink from the water ,in,a large polar bear,the background,is,,
425390,205924,a cat resting on a laptop keyboard in a bedroom,on,cat,laptop keyboard,resting,,
376442,466752,A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile.,on top of,A black stuffed animal,a toilet,sitting,,
376278,115515,A picture of an animal on the ground.,of,A picture,an animal,,,
294162,528472,An open laptop compute with a computer mouse.,with,An open laptop compute,a computer mouse,,,
282037,596147,A full view of some baseball players in the field.,of,A full view,some baseball players,,,
377393,726087,View of plaza with tower near beach on sunny day.,of,View,plaza,,,
248334,662248,Group of adults and children riding in wooden boat on river.,in,Group of adults and children,wooden boat,riding,,
551815,96730,An orange cat laying on a white and brown cat in a bed.,on,An orange cat,a white and brown cat,laying,,
170955,372266,That President seems to be walking along the sidewalk.,along,President,the sidewalk,walking,,
374727,85517,A street sign showing four different roads on it,on,four different roads,it,showing,,
214703,629737,Two young people are body boarding in the open water.,in,people,the open water,are body boarding,,
19402,551900,Two people with heavy winter coats are eating,with,Two people,heavy winter coats,are eating,,
322895,502560,A living room that has a bunch of different couches.,of,bunch,different couches,has,,
125850,636144,A cat that has curled up in a bowl.,in,cat,bowl,has curled up,,
134322,128595,A kite flown above a body of water with many spectators,above,A kite flown,a body of water,flown,,
61471,545440,A brown dog standing next to a toilet in a bathroom.,next to,A brown dog,a toilet,standing,,
125936,381347,People in a grocery story that sells fruit and drinks.,in,People,a grocery story,sells,,
398028,112506,A person practices batting during a baseball game.,during,A person,a baseball game,practices,,
361142,678081,this large building has a tower that has a clock on it,on,clock,it,has,,
501243,230147,Three zebras standing in the sand in a zoo.,in,Three zebras,the sand,standing,,
58111,641344,An orange cat rests on a white counter top,on,cat,counter top,rests,,
88269,227167,a plate with a bowl of tomato soup and two halves of a grilled cheese sandwich.,with,a plate,a bowl,,,
250205,416046,Two heron are standing on some rocks near some water.,on,Two heron,some rocks,are standing,,
581482,47166,A clock in a building in front of windows.,in,A clock,a building,,,
60835,807277,A dog in a a cage with a bed and bowl,in,A dog,a cage,,,
227478,382961,Black and white photograph of women on an old park bench,of,photograph,women,,,
15338,410741,The passenger buses are travelling down the road.,down,buses,road,are travelling,,
117908,588235,a man and a cat looking inside a fridge,inside,a man and a cat,a fridge,looking,,
146155,397604,Two men standing near a bar drinking together,near,Two men,a bar,standing,,
35062,429854,A little boy asleep under a sunflower print blanket,under,A little boy,a sunflower print blanket,asleep,,
127530,329244,A man on a court swinging a tennis racket.,on,A man,a court,swinging,,
17182,90076,A wooden teachers desk with books stacked on it and a blackboard in the background.,with,A wooden teachers desk,books,stacked,,
404678,28935,A group of people sitting in a restaurant booth eating food.,of,group,people,sitting,,
492110,95365,A man looking at a laptop with a confused look,at,man,laptop,looking,,
447088,342758,Three baseball players from the Chicago cubs teams.,from,Three baseball players,the Chicago cubs teams,,,
187513,28968,A bathroom with green walls and a toilet and a shower.,with,A bathroom,green walls,,,
192607,16116,A man and his truck on a trail in a forest.,on,A man and his truck,a trail,,,
249129,117489,A group of teddy bears sitting at a small table in front of a christmas tree.,of,group,teddy bears,sitting,,
374727,89252,a pole with many street signs standing in front of a very tall building,in front of,a pole with many street signs,a very tall building,standing,,
521819,124198,a group of people are playing frisbee in a park,of,group,people,are playing,,
375469,35501,Two surfers are riding a wave on their surf boards.,on,a wave,their surf boards,are riding,,
164115,202154,A surfboard sitting next to a shopping cart.,next to,A surfboard,a shopping cart,sitting,,
235784,788761,a kid stands in the snow on his skiis,in,kid,snow,stands,,
462371,683741,Several people are gathered at a reception with appetizers.,at,Several people,a reception,are gathered,,
433980,405306,A photo of a woman that she took of herself.,of,A photo,a woman,took,,
357430,49858,A large pizza sitting on a pizza pan with a slice missing.,on,A large pizza,a pizza pan,sitting,,
147725,444841,A metro bus driving down a fairly busy city street.,down,A metro bus,a fairly busy city street,driving,,
209829,778772,A man that is standing on a surfboard in the water.,on,man,surfboard,is standing,,
268375,116285,A group of elephants in an enclosed area with a lot of trees behind them.,of,A group,elephants,,,
417465,100955,A bear sitting on a log with a really long tongue,on,bear,log,sitting,,
342186,417938,A pizza with toppings served on a plate,with,A pizza,toppings,served,,
526751,288399,A boat sitting on top of a beach next to a body of water.,on top of,A boat,a beach,sitting,,
42628,372339,A group of people walking across very dirty snow.,of,group,people,walking,,
497344,178720,A baby has one hand on a computer and holds a cellphone in the other hand.,on,hand,computer,has,,
183709,558725,People looking at a stop light on the other side of the road.,at,People,a stop light,looking,,
142585,477038,A group of cars and motorbike crowd the streets.,of,group,cars,crowd,,
32038,120872,a close up of a pizza on a wooden table ,up of,a close,a pizza,,,
419096,509219,A freight train running along tracks beneath a bridge.,along,A freight train,tracks,running,,
210099,29791,A cat sitting on a wicker chair in the sun.,on,cat,wicker chair,sitting,,
347174,265185,A tattooed woman lying down on a bed in a bedroom.,on,woman,a bed,lying,,
95155,337623,Four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.,of,collage,a snowboarder,going,,
111179,394398,Clock tower on top of a building outside on a sunny day.,on top of,Clock tower,a building,,,
534041,665817,Mom has to help him eat his hot dog and bun.,to,Mom,help,has,,
188592,777486,A toddler is sitting on a blanket outdoors eating an apple.,on,toddler,blanket,is sitting,,
552775,239012,The man is close to an oven full of cookies that are being prepared.,close to,The man,an oven,is,,
186422,585034,A brown bear walking along a river filled with rocks.,along,A brown bear,a river,walking,,
76547,693738,there is a man sitting at a table using a lap top,at,man,table,sitting,,
547502,749538,Four dogs in a yard are playing with a Frisbee.,in,Four dogs,a yard,are playing,,
523229,309101,A dirty public bathroom with a handicap sign located above the toilet.,with,A dirty public bathroom,a handicap sign,located,,
420840,56421,A young toddler with food on her face sticking out her tongue.,with,A young toddler,food,sticking,,
61747,45540,A woman in plaid pants posing for a picture on skis.,in,woman,plaid pants,posing,,
124636,42590,One cow standing and one laying down within a fence.,within,one,a fence,laying down,,
107851,284639,Several groups of people riding on the back of elephants.,on,people,the back of elephants,riding,,
6213,741043,a bathroom view of a tub and sink wit mirrors ,of,a bathroom view,a tub and sink,,,
139871,625601,An airplane on a runway preparing to take off.,on,An airplane,a runway,preparing,,
226154,437962,A green and white bus on street next to dirt area.,on,A green and white bus,street,,,
242411,415940,White building with clocks located to be viewed from 4 angles,with,White building,clocks,located,,
321214,276146,A baby in plaid shirt eating a frosted cake.,in,A baby,plaid shirt,eating,,
82846,713999,A red trolley car driving down a parking lot.,down,A red trolley car,a parking lot,driving,,
32817,398202,Two men stand over the green water spilled from a toilet.,over,Two men,the green water,stand,,
161875,695469,A girl standing in a field in a dress.,in,girl,field,standing,,
581100,18752,Two giraffes and a water buffalo in a zoo type environment,in,Two giraffes and a water buffalo,a zoo type environment,,,
68078,748284,A dog in a small bathroom with an orange shower curtain.,in,A dog,a small bathroom,,,
571893,317596,A kitchen countertop and some books on a shelf.,on,some books,a shelf,,,
281759,292316,Women in warm weather clothes with multi-colored parasols.,in,Women,warm weather clothes,,,
374052,279284,A man sits by himself on a bench surrounded by pigeons.,by,man,himself,sits,,
72813,634909,Dog lies on bed looking towards the camera,on,Dog,bed,lies,,
288762,365451,Alfalfa sprouts and colorful pepper salad on a plate.,on,Alfalfa sprouts and colorful pepper salad,a plate,,,
478136,298387,A plate with frosted donuts and other pastries.,with,A plate,frosted donuts,,,
258388,803576,a man rides his skateboard on a small ledge while another man lights the spray from a can on fire,on,his skateboard,a small ledge,rides,,
68833,352767,A counter and some chairs in a small room.,in,A counter and some chairs,a small room,,,
527029,88998,A man covering his eyes next to cases of bananas,next to,man,cases of bananas,covering,,
368940,140717,a bathroom with a mirror and a sink,with,a bathroom,a mirror,,,
221754,13501,An urban intersection with stoplights on a cloudy day.,with,An urban intersection,stoplights,,,
90108,682370,A bathroom with blue walls and white tiles.,with,A bathroom,blue walls,,,
444879,51030,A commuter train traveling down snow covered train tracks.,down,A commuter train,snow covered train tracks,traveling,,
505565,731486,A flock of birds standing on top of a lush green field.,on top of,A flock of birds,a lush green field,standing,,
248111,634677,some cans sitting on the kitchen floor ,on,cans,the kitchen floor,sitting,,
154339,432253,Gauges attached to pipes displayed in dimly lit area.,to,Gauges,pipes,attached,,
386879,85466,This tennis player is happy to be in the game.,in,player,game,is,,
45090,325695,People on a wave using a surf board in the ocean.,on,People,a wave,using,,
272136,305658,A large propeller plane mounted to the ceiling of a building.,to,plane,the ceiling,mounted,,
9891,752894,The man is loading luggage suitcases onto the cart in the parking lot.,onto,luggage suitcases,the cart,is loading,,
190841,470426,A man in black shirt doing a trick on a skateboard.,in,A man,black shirt,doing,,
507473,459634,A girl is taking a selfie while brushing her teeth.,while,A girl,brushing her teeth,is taking,,
116825,67819,A cat plays with a pocket knife on a table.,with,A cat,a pocket knife,plays,,
292236,162131,A couple of men standing next to train tracks.,next to,men,train tracks,standing,,
166426,80454,A meal is ready to be eaten with its silverware.,with,meal,its silverware,is ready,,
31749,99535,A disturbing doll sits next to a clock in a mirrored image.,next to,A disturbing doll,a clock,sits,,
322895,546939,A room with a full wall of windows with multiple sofas and chairs.,with,A room,a full wall of windows,,,
276921,541489,Two teddy bears hang from the inside of a car.,from,Two teddy bears,the inside of a car,hang,,
473869,801498,A man looking at camera preparing food in kitchen,at,man,camera,looking,,
233727,799127,A bus drives on a paved road with markings.,on,A bus,a paved road,drives,,
476258,403531,Man in yellow and black body suit on skateboard.,in,Man,yellow and black body suit,,,
140439,185421,vase full of tulips arranged on a table in someones kitchen,full of,vase,tulips,arranged,,
520324,192480,a small air plane on a small run way,on,a small air plane,a small run way,,,
