image_id,id,caption,preposition,subject,object,verb,wrong_preposition,wrong_caption
154431,805861,a statue of a bodt stting on a cart with wheels,of,a statue,a bodt,stting,,
24021,10005,A group photo of men and boys from the Goodmayes Boys School dated April 1929.,of,group photo,men and boys,,,
201934,488802,An old school bus painted white with curtained windows parked under a freeway,under,An old school bus painted white with curtained windows,a freeway,parked,,
266206,734572,Outside shot of a restroom showing the door partially open.,Outside,shot,a restroom,showing,,
500211,286374,All of the umbrellas are folded up.,of,All,the umbrellas,are folded,,
210520,249426,A bunch of food and flowers sits on a table.,on,A bunch of food and flowers,a table,sits,,
383337,108635,A hand reaching into a box of donuts on a counter.,into,A hand,a box of donuts,reaching,,
305609,197951,a table with many plates of food on top,with,a table,many plates of food,,,
521259,161071,The man is playing Frisbee with the young boy.,with,Frisbee,the young boy,is playing,,
276285,820227,pizza an other food on a table at a restaurant,on,pizza an other food,a table,,,
115946,395448,Cars are parked on both sides of the narrow street full of tall buildings.,on,Cars,both sides,are parked,,
567898,781957,A plate of food sits next to its dessert,of,plate,food,sits,,
161781,514767,A woman is skiing down a hill with safety netting.,down,A woman,a hill,is skiing,,
63154,64120,A man laying flat on a surfboard paddling through the water,on,man,surfboard,laying,,
451090,99243,A white sail boat moored in a lake near a mountain range.,in,boat,a lake,moored,,
294855,437504,A metal bucket with a bottle of booze sticking out of it.,with,A metal bucket,a bottle of booze,sticking,,
544605,750387,A street sign is pictured against a cement wall.,against,a street sign,a cement wall,is pictured,,
139883,793665,A view of a piece of art near a tree.,of,A view,a piece of art,,,
118594,390681,A Texas Longhorn bull grazing on grass.,on,bull,grass,grazing,,
476119,553339,A skateboarder rides down the street with a helmet,down,A skateboarder,the street,rides,,
317999,15540,a child in bed with a pacifier looks at a picture book while an adult looks on,in,child,bed,looks,,
544519,225142,A young child brushes their teeth with a blue toothbrush.,with,their teeth,a blue toothbrush,brushes,,
261982,740758,A person is riding on a skateboard on the street.,on,person,a skateboard,is riding,,
304291,660325,a horse that is walking around a field,around,a horse,a field,is walking,,
50896,582201,A bowl that has some oranges in it.,in,oranges,it,has,,
372466,734512,A computer mouse sitting on top of a computer desk.,on top of,A computer mouse,a computer desk,sitting,,
117719,5674,A man sits at a bar in front of dozens of bottles of alcohol.,at,man,bar,sits,,
374545,80962,A park setting on a sunny day with an American flag.,on,setting,a sunny day,,,
58111,649150,A lone cat lounging on top of a counter.,on top of,cat,counter,lounging,,
136633,184586,An umbrella is opened over a table at an outdoor market.,over,umbrella,table,is opened,,
367228,663372,A person playing with a kite near the beach,with,person,kite,playing,,
535578,231024,Sheep graze in a lushly green mountain meadow,in,Sheep,a lushly green mountain meadow,graze,,
260261,546308,A man standing behind a truck filled with produce.,behind,man,truck,standing,,
229858,206616,A baby deer and a large deer are standing in the woods.,in,A baby deer and a large deer,the woods,are standing,,
239041,415508,A bathroom with purple walls and two mirrors.,with,A bathroom,purple walls,,,
288685,764204,A group of sheep are being herded by a dog as people watch.,of,group,sheep,are being herded,,
522393,781669,Some people who are riding on a sail boat.,on,people,a sail boat,are riding,,
409198,82115,A man playing disk frizbe in a park.,in,A man playing disk frizbe,a park,playing,,
389532,450330,A man and a bird standing on top of a roof.,on top of,A man and a bird,a roof,standing,,
239347,806682,A photo of a man and his wife on a bed,of,A photo,a man,,,
365385,815639,A toothbrush is sitting inside a cup next to a sink.,inside,A toothbrush,a cup,is sitting,,
474854,60919,a man sitting in a chair and eating a donut outside near some shrubbery.,in,man,chair,sitting,,
163746,83431,people walking onto the beach from the water,onto,people,the beach,walking,,
125572,618295,a woman riding a bike in the street and a building with a clock in the background,in,a bike,the street,riding,,
120420,615829,Individual is doing something at the moment that is intriguing.,at,Individual,the moment,is doing,,
402783,130665,Seven pieces of orange peel on a white plate.,of,Seven pieces,orange peel,,,
2299,692974,Many small children are posing together in the black and white photo.,in,children,photo,are posing,,
18193,281190,a person eating an apple with a plate of food,with,an apple,a plate of food,eating,,
26926,608249,An orange fire hydrant with graffiti to look like a face.,with,An orange fire hydrant,graffiti,look,,
232538,19206,A yellow and blue train is next to an overhang.,next to,A yellow and blue train,an overhang,is,,
258793,496655,The very pretty sun shining through some big buildings.,through,sun,some big buildings,shining,,
529105,545480,A horse laying down on top of a lush green field.,on top of,A horse,a lush green field,laying down,,
145665,727177,A man laying on a painted line holding his knee in a parking lot,on,man,painted line,laying,,
444142,803862,A man throws a tennis ball into the air to serve it,into,tennis ball,air,throws,,
19924,537310,a woman with a tie smoking a cigarette with a big smile,with,a woman,a tie,smoking,,
369370,24613,A white bread sandwich on plate filled with ham and lettuce,on,A white bread sandwich,plate,filled,,
327617,439617,A pretty young lady standing on a tennis court holding a racquet.,on,lady,tennis court,standing,,
300913,689812,A kitten is laying on a green throw pillow.,on,A kitten,a green throw pillow,is laying,,
512648,365403,A brown cow under a tree in a grassy area.,under,A brown cow,a tree,,,
91500,66816,Two boys sit on chairs and play video games.,on,boys,chairs,sit,,
394275,701236,a bus moving down the road with people inside,down,a bus,the road,moving,,
214192,107862,two people on dirt bikes making turns on a track,on,two people,dirt bikes,making,,
438955,800471,A group of ski racers on a race trail.,of,group,ski racers,,,
259597,54217,A child watching an event and taking a picture with his cell phone.,with,picture,his cell phone,taking,,
547886,254804,The men are riding their horses down the beach.,down,their horses,the beach,are riding,,
97278,437658,A young person is on their ski board in the snow.,on,person,their ski board,is,,
83540,311115,A person on skis on snowy forest path.,on,A person,skis,,,
498286,437279,A grey dog with a black collar sits outside in the sun.,with,A grey dog,a black collar,sits,,
221754,27196,A wide empty street corner filled with buildings.,with,street corner,buildings,filled,,
135410,611788,A stack of balls that is next to a parking meter.,of,stack,balls,is,,
449312,508887,A woman sitting in front of a case filled with sweets.,in front of,A woman,a case,sitting,,
404678,36258,A group of people sit in a restaurant together.,of,group,people,sit,,
287649,590883,a close up of a cat on a desk near a keyboard,up of,a close,a cat,,,
189213,7322,A pile of junk sitting next to a curb on green grass.,of,pile,junk,sitting,,
139077,689338,A young boy holding a Nintendo Wii game controller.,holding,A young boy,a Nintendo Wii game controller,,,
273711,279064,Many containers of food are on the table.,on,containers of food,the table,are,,
286503,325661,An elephant eating something from a hanging net.,from,An elephant,a hanging net,eating,,
274687,799695,a black bike rests against a brown bed,against,a black bike,a brown bed,rests,,
561256,19511,A woman taking a picture of herself in a bathroom.,of,picture,herself,taking,,
231169,9067,The black and white locomotive is on the train tracks.,on,The black and white locomotive,the train tracks,is,,
274272,263827,a public transit bus with traffic lights ,with,a public transit bus,traffic lights,,,
21465,620109,A dirty table has incense burners on it.,on,incense burners,it,has,,
138856,582555,a loaf of bread is sitting on top of a oven,on top of,a loaf of bread,a oven,is sitting,,
11051,388446,A girl pins a bouttoniere on the lapel of her date.,on,a bouttoniere,the lapel,pins,,
565607,354119,A green and silver fire hydrant sitting in a field of flowers,in,fire hydrant,field of flowers,sitting,,
188465,495052,Baseball game taking place with a huge crowd in the stands watching.,with,Baseball game,a huge crowd,taking place,,
371472,476134,many pienapples and bannanas sitting on a stand,on,many pienapples and bannanas,a stand,sitting,,
455085,284494,A bus stopped on the side of the road.,on,bus,side,stopped,,
248980,592313,There is a platter with a salad on white linen.,with,a platter,a salad,is,,
440507,571741,A suitcase that is next to shoes on a floor.,next to,A suitcase,shoes,is,,
427338,132569,A person riding a motorcycle in an abandoned stone building,in,A person riding a motorcycle,an abandoned stone building,,,
255718,139974,A close up picture of a fire hydrant on a street.,of,picture,a fire hydrant,,,
553094,199225,A jet with smoke pouring from its wings.,with,A jet,smoke,pouring,,
47010,336796,Three giraffes with heads pointing ahead walk on a dirt path.,with,Three giraffes,heads,pointing,,
337498,621647,A big slice of pizza on a plate next to a glass of beverage,of,slice,pizza,,,
229747,612871,A airplane that is flying in the sky.,in,airplane,sky,is flying,,
559543,217501,A little girl in a pink shirt holding a game controller.,in,little girl,a pink shirt,holding,,
215644,646821,A microwave that is inside of the wall in a home.,inside of,A microwave,the wall,is,,
249550,364032,A bed with a flowered bedspread and four pillows.,with,A bed,a flowered bedspread,,,
286458,307729,Opened suitcase displaying many different items in plastic bags.,in,items,plastic bags,displaying,,
407943,188356,A head in silhouette in front of a large umbrella.,in,head,silhouette,,,
207306,133732,a teddy bear dressed in prison stripes sitting on top of a trash can,on top of,teddy bear dressed in prison stripes,a trash can,sitting,,
181499,463944,A hand is holding a cd by a laptop computer.,by,cd,laptop computer,is holding,,
490936,282935,two covered motorcycles in a row of motorcycles parked on the street,in,two covered motorcycles,a row,parked,,
44279,270332,People are cooking on grills in a commercial kitchen.,on,People,grills,are cooking,,
201418,608927,A young man standing in front of a luggage carousel at an airport.,in front of,A young man,a luggage carousel,standing,,
168593,769951,Two refrigerators standing side by side in a room.,in,Two refrigerators,a room,standing,,
122969,655278,two zebras standing by each other and some plants ,by,two zebras,each other,standing,,
451308,382456,A tall stack of suit cases is in the hall way.,in,A tall stack of suit cases,the hall way,is,,
356432,537248,a couple of couches in a living room,in,a couple of couches,a living room,,,
369771,172204,Two dishes of food and several blue arrows.,of,dishes,food,,,
195045,146221,An empty field with older structure in the background.,with,An empty field,older structure,,,
575372,645671,A view of a street light on route 66.,of,A view,a street light,,,
186282,135679,Computer setup with a multiple colored screen on it.,with,Computer setup,a multiple colored screen,,,
99242,17781,A man skiing down a snowy hill alone.,down,A man,a snowy hill,skiing,,
560178,621004,Hand showing vegetable that has being chewed near garden area.,near,vegetable,garden area,chewed,,
222235,127936,A cat is playing with a plan in a park.,with,cat,plan,playing,,
99054,64555,A large jet airplane sitting on a tarmac at an airport.,on,airplane,tarmac,sitting,,
121031,649919,The shirtless men are riding horses through the lake.,through,horses,the lake,are riding,,
16958,289053,A room with a fireplace and a wooden table.,with,A room,a fireplace,,,
37670,258341,Electronic wand displayed for modern type of toilet.,for,Electronic wand,modern type of toilet,displayed,,
1818,295528,Baby zebra sucking milk from its mothers teat.,from,milk,its mothers teat,sucking,,
130826,171485,Two men sitting next to each other on a wooden bench.,next to,Two men,each other,sitting,,
113589,240960,Plastic containers filled with food including fruits and vegetables.,with,Plastic containers,food,filled,,
459757,12332,A giraffe standing by a pair of skinny trees.,by,A giraffe,a pair of skinny trees,standing,,
553221,247623,A group of people enjoying the water with sails.,of,group,people,enjoying,,
309655,808901,A woman stands on skis on a snowy hill.,on,woman,skis,stands,,
302107,172017,A baseball player in mid swing hitting a ball.,in,A baseball player,mid swing,hitting,,
489339,220908,A woman is wearing a wetsuit while holding a surfboard.,while,A woman,,is wearing,,
334767,393304,a group of beginner snow skiers having class,of,group,beginner snow skiers,having,,
532129,529121,Cheese pizza is sliced into small pieces on a plate.,into,Cheese pizza,small pieces,is sliced,,
301867,501774,Three teenage girls hover under an umbrella while they talk and laugh.,under,Three teenage girls,an umbrella,hover,,
26926,610637,A fire hydrant with graffiti that makes it appear to be smiling mischievously.,with,A fire hydrant,graffiti,makes,,
570756,293778,Three people on a beach with kites in the sky.,on,Three people,a beach,,,
405279,213625,People flying kites over a lake in a park ,over,People flying kites,a lake,flying,,
21604,365267,A man in glasses and a light up tie.,in,man,glasses,,,
25593,819038,The signs are clearly posted on the street for us to see.,on,The signs,the street,posted,,
392481,416688,An aircraft is flying in a cloudy sky.,in,aircraft,cloudy sky,is flying,,
11511,10939,A metal statue of two women sits on a bench in a city street.,of,A metal statue,two women,sits,,
320632,218551,A herd of zebra standing next to each other on a green grass field.,next to,A herd of zebra,each other,standing,,
203580,443745,A colorful umbrella sitting outside of a pink building.,outside of,A colorful umbrella,a pink building,sitting,,
199310,602995,A long-haired man standing outside holding a racquet with both hands.,outside,man,,standing,,
437898,364002,The kitchen is filled with various cooking appliances.,with,kitchen,various cooking appliances,is filled,,
574425,678615,An old red and black bus is on the street.,on,bus,street,is,,
205333,144314,A pair of skiers on the top of a ski slope with clouds and large mountain in the background.,on,A pair of skiers,the top of a ski slope,,,
194746,83356,A pizza covered in cheese dripping down onto the bottom of an oven burning.,in,pizza,cheese,covered,,
336265,711331,person in a grassy green field boardered by mountains,in,person,a grassy green field,,,
460347,78248,City bus next to traffic cones in the far right lane of a busy freeway.,next to,City bus,traffic cones,,,
210230,566190,a bunch of women serving hot dogs ,of,bunch,women,serving,,
481582,575496,There are people standing next to a horse.,next to,people,a horse,standing,,
534827,320237,People are riding on motorcycles together down a street.,on,People,motorcycles,are riding,,
50331,589360,Two clay pots with leafy green plants in them.,with,Two clay pots,leafy green plants,,,
7088,598587,A small child stands in the rain with an umbrella.,in,child,rain,stands,,
363875,791839,The guy is travelling on his motorcycle outside.,on,guy,motorcycle,is travelling,,
453341,362158,The living room in a house with many figurines on the shelf,in,The living room,a house,,,
376442,824310,This is a stuffed animal on a toilet seat.,on,a stuffed animal,a toilet seat,is,,
469192,23795,An open field with a truck and some kites being flown,with,An open field,a truck and some kites,being flown,,
360943,142944,An orange tabby cat lies down outside a door on a house porch.,outside,cat,a door,lies down,,
231508,201854,A uniformed baseball player being watched by people.,by,player,people,being watched,,
530466,545818,a blue yellow and black train car with graffiti,with,a blue yellow and black train car,graffiti,,,
210708,306502,A large elephant standing next to a small elephant playing in the water.,next to,A large elephant,a small elephant,standing,,
242678,788243,A horse and rider jumping over a bar on a track.,over,A horse and rider,a bar,jumping,,
419201,576134,a large field of grass and cows ,of,field,grass,,,
329319,151599,a cat sitting on a chair looking at the ground ,on,a cat,a chair,sitting,,
330396,361401,A man and woman stand on the beach and look at the ocean.,on,A man and woman,the beach,stand,,
131556,791706,a man skiing along a rail on the snowy hill ,along,a man skiing,a rail,skiing,,
546219,513603,A large amount of people sitting at a table with food,at,people,a table,sitting,,
200421,229653,A young boy in a birthday hat holds a tennis racquet,in,A young boy,a birthday hat,holds,,
355257,218247,A woman laying in a hospital bed hooked up to an IV and monitors.,in,woman,hospital bed,laying,,
364884,164776,A person in a snow sporting event is going rapidly down this show chute-type course as people watch from the sidelines.,in,person,snow sporting event,is going,,
248400,596266,A man opens pizza box and stares at the camera.,at,man,camera,stares,,
439773,717890,A baby crawls on the floor beside a blue cell phone.,on,A baby,the floor,crawls,,
153217,82346,A black cat with arched back walking past a motorcycle,with,A black cat,arched back,walking,,
475365,509678,A front end of a big train near a bridge.,of,A front end,a big train,,,
411938,267482,Woman holding a teddy bear on the back of a bicycle.,on,teddy bear,back of a bicycle,holding,,
79408,402565,A red stop sign sitting next to a forest.,next to,A red stop sign,a forest,sitting,,
575243,696481,A BLACK AND WHITE PICTURE OF A PERSONA ND A UMBRELLA,OF,A BLACK AND WHITE PICTURE,A PERSONA ND A UMBRELLA,,,
545407,470217,An airplane is flying through clear blue sky.,through,An airplane,clear blue sky,is flying,,
428562,755087,A sheep stands near other sheep in a closed off pen.,near,A sheep,other sheep,stands,,
172877,43485,Man wearing slacks and tie sitting in chair.,in,Man,chair,sitting,,
496571,287235,A woman taking a picture of a man eating.,of,picture,a man,taking,,
197004,632761,The sandwich features a large portion of meat.,of,portion,meat,features,,
389684,393045,a man walks down a sidewalk as a vehicle passes ,down,man,sidewalk,walks,,
460229,539197,There is a truck behind the stop sign.,behind,a truck,the stop sign,is,,
514508,402485,A man looking at a picture of a TV screen.,at,man,picture,looking,,
24027,782138,a large kite that is being flown in the sky,in,kite,sky,is being flown,,
430056,483268,A triple decker sandwich is sitting on a desk.,on,A triple decker sandwich,a desk,is sitting,,
156292,140808,A person is looking at a display of clocks,at,person,display,is looking,,
493442,564124,A woman slashing down a snowy hill on skis.,on,hill,skis,slashing,,
569030,1325,A city crosswalk has a leaky fire hydrant on the street.,on,a leaky fire hydrant,the street,has,,
224200,300166,A dog sitting with his leash tied to a fire hydrant,with,dog,his leash,sitting,,
571264,694632,A black and white photo of a guy and his motorcycle.,of,A black and white photo,a guy and his motorcycle,,,
300341,574673,Two college age boys playing Wii while others look on ,while,Two college age boys playing Wii,others look on,playing,,
565778,94048,A train going back to its coarse filled with people.,back to,train,its coarse,going,,
409867,581006,Cats look up and out the widow in a house.,up and out,Cats,the widow,look,,
138856,580374,A large round piece of bread on a metal pan.,on,piece of bread,a metal pan,,,
265777,253972,a woman in a red top some glasses and a pizza,in,a woman,a red top,,,
383386,645137,The three teddy bears sit with their arms around each other.,with,The three teddy bears,their arms,sit,,
65074,689721,A view of a bedroom with the bed unmade.,of,A view,a bedroom,,,
554328,539502,A group of three men standing next to each other on a baseball field.,of,group,three men,standing,,
135872,27550,A desk with both a laptop computer and a desktop computer.,with,A desk,both a laptop computer and a desktop computer,,,
506707,116758,A man in a white shirt and gray pants walks toward a grassy area as kids in baseball uniforms and an umpire are near him.,in,man,white shirt,walks,,
322844,450341,A teddy bear is next to a goldfish toy.,next to,A teddy bear,a goldfish toy,is,,
172935,308156,A person doing a trick on water ski's while another passes underneath them.,on,trick,water skis,doing,,
52565,278736,a cow standing in some sand next to some water,in,cow,some sand,standing,,
232646,14367,An icy snow covered road overlooking a body of water.,covered,An icy snow,road,overlooking,,
280779,743185,A cross country skier in the falling snow.,in,A cross country skier,the falling snow,,,
520077,176014,A stack of books sitting on a desk with a bottle of beer.,of,stack,books,sitting,,
230993,287034,Two women with open umbrellas walking down a street.,with,Two women,open umbrellas,walking,,
486104,607811,A baseball game with a batter ready to swing,with,A baseball game,a batter,,,
343803,423073,A person on field with a Frisbee in their hand.,on,A person,field,,,
61418,705508,a couple of kids playing a game of checkers.,of,couple,kids,playing,,
459467,272978,A small airplane is about to take off on the runway.,on,airplane,runway,take off,,
301867,504873,Three girls walking down the sidewalk under a sun umbrella.,down,Three girls,the sidewalk,walking,,
210708,310705,A large and small elephant bathing in the river.,in,elephant,river,bathing,,
197004,633196,A white plate of food on a table.,of,plate,food,,,
45596,515298,a bunch of parked bikes sit between two buildings ,between,a bunch of parked bikes,two buildings,sit,,
28449,466579,Elephants standing beside each other outside on a road.,beside,Elephants,each other,standing,,
54592,555277,Two people hiking up a mountain with their ski's.,up,Two people,a mountain,hiking,,
574810,41273,A long-haired cat sits on a window sill and stares outside.,on,cat,window sill,sits,,
322352,531963,a room with plants on little tables by the windows ,with,a room,plants,,,
362716,544394,A man who is attempting to hit a tennis ball.,to,man,tennis ball,attempting,,
43581,59063,A small ham and pineapple pizza on a plate next to a spicy pepper shaker.,on,A small ham and pineapple pizza,a plate,,,
526103,608865,An elephant in a zoo walks behind the Asian Elephant sign.,in,An elephant,a zoo,walks,,
322829,95355,A white meta bench next to a patch of grass.,next to,A white meta bench,a patch of grass,,,
274708,661916,A group of people on the steep slope of a mountain,of,group,people,,,
378116,466173,A surfer wearing a wetsuit is riding a wave.,wearing,A surfer,a wetsuit,is riding,,
231580,775122,A man stands and holds his hands out in front of him.,in front of,hands,him,holds,,
296657,327795,Six adult males outside jumping up in the air.,outside,Six adult males,,jumping,,
482978,298797,A train passing by with empty seats on it.,by,train,,passing,,
511076,815339,The man is sitting by the water feeding the birds.,by,man,water,sitting,,
159399,311491,a person on a field flying a kite with trees in the background,on,a person,a field,flying,,
285894,160532,A giraffe has come to a fence line to greet visitors.,to,giraffe,fence line,has come,,
199771,326549,A group of people dressed in black preparing food.,of,group,people,dressed,,
360661,816701,three people riding horses on a beach ,on,horses,a beach,riding,,
289222,799262,Street sign in the shape of a person riding a horse with a person under.,in,Street sign,the shape of a person riding a horse,,,
554291,740941,A kitten climbing out of a blue bowl.,out of,kitten,blue bowl,climbing,,
396863,86285,The young girl wearing red and black rides atop the white pony.,atop,girl,pony,rides,,
85911,644252,The kite has sank halfway down into the water.,down into,halfway,the water,has sank,,
205282,752139,Three giraffes standing on a plain with a few trees,on,Three giraffes,a plain,standing,,
474028,662529,a group of kids playing soccer in a field,of,group,kids,playing,,
30504,257350,A person going up a snow hill on skis.,up,person,snow hill,going,,
30785,34506,A plate with a bowl filled with broccoli and two crackers with a spread.,with,A plate,a bowl,filled,,
256195,535791,A train on a track next to a set of blue stairs,on,A train,a track,,,
260470,187614,A row of several types of pastries on display.,of,row,several types of pastries,,,
185802,282314,a banana that has been placed in a tiny lounge chair.,in,banana,tiny lounge chair,placed,,
568814,39963,A man with a tie is staring at something.,with,A man,a tie,is staring,,
369675,289076,A passenger train is sitting at a station.,at,train,station,is sitting,,
2149,296788,A bowl filled with many shiny green apples.,with,bowl,many shiny green apples,filled,,
410880,709076,A large and over-sized stuffed teddy bear sitting in a chair.,in,teddy bear,chair,sitting,,
532071,43237,A big black bear laying in the grass surrounded by trees.,in,bear,the grass,laying,,
363666,665330,A few men eating an assortment of foods at a table.,at,an assortment of foods,a table,eating,,
143572,719016,A man holding a tennis racket in his hand while on the tennis court,in,tennis racket,his hand,holding,,
203629,787777,A man giving a thumbs up while on a cell phone.,on,man,cell phone,giving,,
431896,603981,A yellow and red train traveling down train tracks.,down,train,train tracks,traveling,,
558073,52927,Cat messing around in the white bathtub.,in,Cat,the white bathtub,messing around,,
260925,573568,A cat sitting on the hood of a car.,on,cat,hood,sitting,,
470173,788548,A woman statue holding a pitcher and basket in a garden.,in,A woman statue holding a pitcher and basket,a garden,,,
297427,725274,A burger with a doughnut for the bun.,with,A burger,a doughnut,,,
117425,17147,A toddler celebrates his birthday with a cupcake.,with,birthday,a cupcake,celebrates,,
153529,36020,a woman with her luggage at a train station,with,a woman,her luggage,,,
217957,656016,Large ornamental gold and blue clock on the side of a building.,on,Large ornamental gold and blue clock,the side of a building,,,
378454,645206,Man in air catching frisbee at beach near ocean.,in,Man,air,catching,,
267351,124333,A yellow and white clock tower against a blue sky,against,A yellow and white clock tower,a blue sky,,,
248112,389458,A person is playing tennis on a dark grass court.,on,tennis,a dark grass court,is playing,,
312237,73459,People are having fun on a crowded beach.,on,People,a crowded beach,are having,,
428562,753713,The wholly sheep stands besides others in a cage.,besides,The wholly sheep,others,stands,,
147498,255371,A flock of birds flying over water and sand with a volley ball net on the sand.,of,flock,birds,flying,,
38678,428116,A woman sitting on a train is showing off a bagel.,on,woman,train,is showing,,
489339,234555,A woman carrying a surfboard on the shore of the beach.,on,A woman carrying a surfboard,the shore,,,
73118,384810,Two stuffed brown teddy bears sitting next to a wall.,next to,Two stuffed brown teddy bears,a wall,sitting,,
417085,213978,A big cow and a smaller cow standing beside a road.,beside,a big cow and a smaller cow,a road,standing,,
135890,107446,The Big Ben clock tower towering over the city of London.,over,The Big Ben clock tower,the city of London,towering,,
376264,192564,a desk with a laptop a tea pot and a cup,with,a desk,a laptop,,,
287291,377135,The cars at the intersection are waiting for the pedestrians to cross.,at,The cars,the intersection,are waiting,,
269314,595468,a cat is way up in a tree,in,cat,tree,is,,
187144,209760,A group of people stand on a path outside a parked bus.,of,group,people,stand,,
233567,349476,A goat is standing in a barn by some hay.,in,A goat,a barn,is standing,,
468925,482599,A plate with meat and bananas on top ,with,A plate,meat,,,
183500,454968,A red and white plane flying through a cloudy sky.,through,plane,sky,flying,,
565778,100624,Blue train car sitting on a train track near tunnel.,on,Blue train car,a train track,sitting,,
21503,373588,Plate of crackers with something spread on them next to a keyboard,of,Plate,crackers,,,
399205,620312,All of these men are using their cell phones.,of,All,these men,are using,,
445834,797135,Men climbing on board a bus that needs to be repaired.,on,Men,board,climbing,,
301135,498313,Many people are sitting on two benches next to a light pole.,on,people,two benches,are sitting,,
496954,659583,A slice of cake and a fork by sliced orange and a Guinness ,of,slice,cake,,,
379800,492074,Train engine pulling one freight car along rails,along,one freight car,rails,pulling,,
245448,290348,Several men stand outside around a motorcycle.,outside,men,,stand,,
554291,739339,A kitty cat jumping out of a blue bowl ,out of,kitty cat,blue bowl,jumping,,
472030,511408,A park bench with a backpack on it in a forest of trees.,with,A park bench,a backpack,,,
