image_id,id,caption,preposition,subject,object,verb,wrong_preposition,wrong_caption
540928,610344,A cat that is standing on a wood floor.,on,cat,wood floor,is standing,,
632,305425,This room has a bed with blue sheets and a large bookcase,with,a bed,blue sheets,has,,
442161,686694,A group of people tasting wine at a bar.,of,group,people,tasting,,
227765,395335,A wooden spoon in a soup pot on the stove.,in,A wooden spoon,a soup pot,,,
161397,719257,a couple of thigs are sitting on a wood table,on,a couple of thigs,a wood table,are sitting,,
42178,419421,An extensive network of wires are required to operate the railroad.,of,network,wires,are required,,
48555,378089,Three people race their horses down a beach.,down,horses,a beach,race,,
561256,8549,A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.,in front of,a woman wearing a hat & pink top,a bathroom mirror,takes,,
179765,38,A black Honda motorcycle parked in front of a garage.,in front of,A black Honda motorcycle,a garage,parked,,
326248,13237,A referee and tennis player speaking while fans watch in the stands.,in,fans,the stands,watch,,
21839,176678,A person crosses a street under a streetlight at dusk.,under,a person,a streetlight,crosses,,
127270,626099,A tennis player is swinging at a tennis ball.,at,player,ball,is swinging,,
184321,352188,A train traveling down tracks next to lights.,down,train,tracks,traveling,,
407574,332399,A stack of bananas are sitting in a tree by signs.,of,A stack,bananas,are sitting,,
226154,440173,A bus traveling down a road beside a motorcycle.,down,A bus,a road,traveling,,
129054,414476,A herd of zebra are grazing in a grassy meadow.,in,A herd of zebra,a grassy meadow,are grazing,,
364297,145510,A white and black cat laying on a keyboard.,on,cat,keyboard,laying,,
199551,394870,A boy asleep on a large bed under a mosquito net,on,A boy asleep,a large bed,,,
542073,255823,A light pole and street sign in front of a store front.,in front of,A light pole and street sign,a store front,,,
281179,692651,A street at night time with many different lights.,at,A street,night time,,,
559513,407554,The blue plate is full of fried sea food.,of,plate,fried sea food,is full,,
361571,304719,A white colored dog with it's mouth open and wearing a person's baseball style cap on it's head.,with,A white colored dog,its mouth,open,,
418696,803162,a traffic light hanging from a wire above a street ,from,a traffic light,a wire,hanging,,
257478,407968,An outfielder watching what is going on at home plate.,at,outfielder,home plate,watching,,
89271,715892,A cat wearing a hat while resting it's paws on top of a chair.,on top of,paws,a chair,resting,,
427055,611423,A photograph of a decorative street clock on a sidewalk.,of,A photograph,a decorative street clock,,,
193494,211164,Childs bed and colorful quilt surrounded by blue plastic walls.,by,Childs bed and colorful quilt,blue plastic walls,surrounded,,
256192,778557,A yellow BMW touring motorcycle parked in the street as people look on from behind a steel rail on the sidewalk.,in,A yellow BMW touring motorcycle,the street,parked,,
574810,37280,A yellow fluffy cat sitting in a window sill next to a window.,in,cat,window sill,sitting,,
346707,242575,A woman standing behind a very small banana tree with green bananas on it.,behind,A woman,a very small banana tree,standing,,
47121,523940,a cat drinking water from a sink bowl,from,water,a sink bowl,drinking,,
195045,155431,A storage building located near a town park.,near,A storage building,a town park,located,,
89670,768418,A plate that has cake on top of it.,on top of,cake,it,has,,
49060,542240,A train that has people standing outside of it.,outside of,people,it,standing,,
565607,349421,A green fire hydrant next to field of colorful flowers.,next to,A green fire hydrant,field of colorful flowers,,,
161397,714871,a brown table with some different colored flowers,with,a brown table,some different colored flowers,,,
434479,503042,Two Halloween characters next to a pizza on a table.,next to,Two Halloween characters,a pizza,,,
13177,801288,a man is working on a hub cap on the ground,on,man,hub cap,is working,,
451144,543524,a couple of people on skis sit on top of a snowy hill ,on,people,skis,sit,,
371042,827279,This is a tennis court with multiple games happening at once.,with,a tennis court,multiple games,is,,
193245,227854,Many people are flying different kites in a field on a cloudy day.,in,kites,a field,are flying,,
200421,223038,A boy in birthday hat holding a tennis racket.,in,boy,birthday hat,holding,,
323355,598468,A boy wearing yellow is holding a pizza in a box.,in,pizza,box,holding,,
329041,39766,A stack of luggage with an opened one on top.,of,A stack,luggage,,,
503755,60175,A tennis player is playing in a match.,in,player,match,is playing,,
401250,136225,A skier dressed in white performing an aerial maneuver.,in,skier,white,dressed,,
149222,323730,A view of a desktop computer that is online.,of,A view,a desktop computer,is,,
429281,577931,Display for bananas with a euro money sign,for,Display,bananas,,,
124659,20004,Fully decorated basement has no people in it.,in,people,it,has,,
215245,528643,A large group of zebra standing in the grass.,in,group,grass,standing,,
441468,725201,A red fire hydrant is on a crosswalk intersection.,on,A red fire hydrant,a crosswalk intersection,is,,
335529,227630,A wooden bench sitting next to a large body of water.,next to,A wooden bench,a large body of water,sitting,,
554291,735358,A small kitten standing in a blue hat on top of a table.,in,kitten,blue hat,standing,,
80340,429802,a small child wearing a tie and holding a suitcase with other people in the background,with,a suitcase,other people,holding,,
448263,173930,A baseball player kneeling to speak to a child,to,player,child,speak,,
273712,818010,A large red fridge is sitting on the red carpet.,on,A large red fridge,the red carpet,is sitting,,
38118,450172,A man on his skis on a snowy slope.,on,A man,his skis,,,
297085,573455,A cat sits in front of a large television.,in front of,A cat,a large television,sits,,
143998,667345,A bunch of carrots on a knife sitting on a cutting board.,on,A bunch of carrots,a knife,sitting,,
147338,531182,A yellow fire hydrant with a cartoon face drawn on it.,with,A yellow fire hydrant,a cartoon face,drawn,,
110884,722949,a bathroom with a sink and a bath tub,with,a bathroom,a sink,,,
389532,453825,A man standing on top of a structure under a cloudy sky.,on top of,man,structure,standing,,
153343,699847,two big stuffed bears sitting behind a chained fenced,behind,two big stuffed bears,a chained fence,sitting,,
153568,169084,A stop sign with additional warnings taped to it.,with,A stop sign,additional warnings,taped,,
261061,188562,A WOMAN IS STANDING LOOKING AT SOMETHING ,AT,WOMAN,SOMETHING,LOOKING,,
403565,247965,A man wearing a bike helmet standing next to a bicycle.,next to,A man wearing a bike helmet,a bicycle,standing,,
47769,633589,A small living room with furniture and two windows.,with,A small living room,furniture,,,
360564,131154,A bathroom with blue tile outline around the floor,with,A bathroom,blue tile outline,,,
490515,130600,Snow boarder sliding down the hill after falling in the snow,down,Snow boarder,the hill,sliding,,
396518,798155,A woman sitting on the bow of a boat using a pole to pilot the boat.,on,woman,the bow of a boat,sitting,,
193674,570051,A woman that is next to a surfboard with a dog.,next to,A woman,a surfboard,is,,
73153,350417,A person talking on a phone with a tree in the foreground.,on,person,phone,talking,,
350122,709415,Adult with bicycle on ramp of commuter railway platform.,with,Adult,bicycle,,,
3255,729764,A group of skiers have left a trail through the snow on the mountain.,of,group,skiers,have left,,
286849,224926,Many giraffes are poking their heads beyond some rocks.,beyond,heads,rocks,poking,,
302882,557845,The man is taking a photo of him self with his cellphone.,of,a photo,him self,is taking,,
452321,426665,A red bus parked at a bus stop in front of a building.,at,A red bus,a bus stop,parked,,
278353,206262,A sheep that is standing under a wooden plank from a fence.,under,A sheep,a wooden plank,is standing,,
241668,132897,A woman in a wedding dress with another lady holding a piece of cake.,in,A woman,a wedding dress,,,
495448,148629,A cake is shown with three tiers and flowers.,with,A cake,three tiers and flowers,is shown,,
308328,715682,Some people in high visibility jackets putting suitcases onto a conveyer belt from a container,in,people,high visibility jackets,putting,,
122166,791053,a person riding on a bicycle on the street in front of some cars,on,person,bicycle,riding,,
334767,398299,Several people are skiing on a snow covered field.,on,Several people,a snow covered field,are skiing,,
463842,500286,A small bed with lots of bottles underneath,with,A small bed,lots of bottles,,,
491470,494244,A city with snow and slush filling the ground.,with,A city,snow and slush,filling,,
460333,616431,A little boy sits on a bed with a chair next to it.,on,A little boy,a bed,sits,,
39914,665224,A lady and her child outside playing with a kite.,outside,A lady and her child,,playing,,
410428,513486,a group of sheep on a big grassy field full of sheep,of,group,sheep,,,
2149,294385,A white bowl filled with green Granny Smith apples.,with,bowl,green Granny Smith apples,filled,,
303499,249901,2 men wearing red cloaks riding on horseback.,on,men,horseback,riding,,
554735,98634,They are going to serve pizza for lunch today.,for,pizza,lunch,serve,,
466125,767190,The child smiles brightly while being handed a pink umbrella.,while,The child,,smiles,,
451571,193068,A close up of a corn on the cob that has been eating.,up of,A close,a corn,has been eating,,
20571,723727,Two tug boats tied up to the dock.,up to,boats,the dock,tied,,
210915,563439,A man on a surfboard that is in the water.,on,A man,a surfboard,is,,
166391,190401,Traffic is stopped at a red stop light.,at,Traffic,a red stop light,is stopped,,
440617,259502,A passenger train speeding down a train track.,down,A passenger train,a train track,speeding,,
44699,485029,Sheep grazing in grass in the mountains ,in,Sheep,grass,grazing,,
367228,660255,Young man flying a kite over a grassy area by water.,over,Young man,a grassy area,flying,,
95155,340269,Four photographs of a person in red jacket snowboarding.,of,Four photographs,a person,,,
186042,326498,A person in the snow on some skis.,in,A person,the snow,,,
94852,639155,a couple of elephants that are walking in some grass,of,couple,elephants,are walking,,
273132,38778,An old woman leans on her back while sitting on an ornate bench.,on,An old woman,her back,leans,,
173004,425856,A half eaten slice of pizza is on a plate with a knife and fork.,on,A half eaten slice of pizza,a plate,is,,
6894,652126,A man getting a kiss on the neck from an elephant's trunk,on,a kiss,the neck,getting,,
162543,547055,a herd of elephants standing side by side in an enclosed area,of,herd,elephants,standing,,
270402,234715,Two elephants standing in a pen in different spots.,in,Two elephants,a pen,standing,,
306136,156949,A bus parked near an Apple sign during the night.,near,A bus,an Apple sign,parked,,
537053,611936,A beautiful zebra standing in a green field.,in,zebra,field,standing,,
279714,392934,a car is parked next to a pole ,next to,a car,a pole,is parked,,
214205,407939,An airplane flying high with a full moon in the background.,with,An airplane,a full moon,flying,,
14831,417710,White and grey cat laying down on a white sheet.,on,cat,sheet,laying,,
128112,688278,A man skiing down a mountain side following a trail way.,down,A man skiing,a mountain side,following,,
109118,734398,A group of men standing and sitting next to each other.,of,group,men,standing,,
108244,478392,A black cat in a box wearing a pirate hat.,in,A black cat,a box,wearing,,
484893,243158,little kids in a barn petting a sheep in a stall ,in,little kids,a barn,petting,,
434230,747548,Various pots and plates displayed next to a woman.,next to,Various pots and plates,a woman,displayed,,
199681,161493,A stuffed rabbit has been placed inside of a microwave oven.,inside of,rabbit,a microwave oven,placed,,
423104,524956,A man who is jumping up to catch a Frisbee.,up to,man,Frisbee,is jumping,,
4795,359268,Gray cat looking at electronic monitor next to phone.,at,Gray cat,electronic monitor,looking,,
197658,38420,The baseball player is waiting for the ball.,for,player,ball,waiting,,
460682,702110,black and white of a horse lying down in a field,in,a horse,a field,lying,,
113051,189316,A boat in the water next to a rail in a tunnel.,in,A boat,the water,,,
153782,60836,A large clock standing among a building with a lamp in the from of the picture,among,A large clock,a building,standing,,
67616,93954,A restaurant with patrons in the outdoor eating area.,with,A restaurant,patrons,,,
405205,234641,A passenger bus that is parked in a parking lot.,in,bus,parking lot,is parked,,
557672,228566,It's important to protect a baby from the sun.,from,a baby,the sun,protect,,
581317,183788,Woman in purple shirt examines her cellphone in the open field.,in,Woman,purple shirt,examines,,
400794,401427,A man is eating some food at a table.,at,food,table,is eating,,
333697,471463,Two signs that are on the side of a wall.,on,Two signs,the side,are,,
223182,567762,a tennis player drying off his face with a towel ,with,face,a towel,drying,,
333772,535457,Two black and white cats are on a keyboard.,on,Two black and white cats,a keyboard,are,,
567432,824085,A plane flies by next to some power lines ,by,A plane,,flies,,
571008,720600,a stop sign with hammertime written on it,with,a stop sign,hammertime,,,
284764,50852,A man eats from a green dish while holding a handheld radio.,from,man,green dish,eats,,
306582,747311,Washed clothing is hung out on a clothesline in a cattle enclosure.,on,clothing,a clothesline,is hung,,
332845,324242,A man sits on his bed with a laptop in his bedroom as a ray of sunlight streams through the window.,on,man,bed,sits,,
458663,814499,Modern kitchen with dinning area and all wood flooring.,with,Modern kitchen,dinning area,,,
119516,188588,some buildings and a woman wearing a black dress and lights,wearing,a woman,a black dress,,,
168593,770011,An olive green refrigerator next to a white refrigerator in an old kitchen.,next to,An olive green refrigerator,a white refrigerator,,,
507667,115364,A bull painted with a map sits on the sidewalk.,on,A bull painted with a map,the sidewalk,sits,,
210388,478001,Some people are walking in the snow and having fun.,in,people,the snow,are walking,,
521052,251576,A decorated truck is parked at a curb near a building.,at,truck,curb,is parked,,
489611,261966,A boy in grey shirt holding a Nintendo Wii controller.,in,A boy,grey shirt,holding,,
520531,95123,A large calico cat sitting on a wooden table next to a remote control.,on,A large calico cat,a wooden table,sitting,,
414385,242598,a road filled with cars in a desert,in,cars,a desert,filled,,
559513,409612,A blue plate filled with a large serving of foood,with,plate,serving,filled,,
17714,789491,A banana frittata next to a plate of decoratively cut fruit and a cup of coffee.,next to,A banana frittata,a plate,,,
106757,563453,A woman standing behind a fence looking at an elephant.,behind,woman,fence,standing,,
499775,215555,The rear side of a bus on a street.,of,The rear side,a bus,,,
305309,602679,A boy swinging a baseball bat on a field near others.,on,a baseball bat,a field,swinging,,
143556,579003,The person is driving a motorcycle on the road,on,a motorcycle,the road,is driving,,
187745,267014,A small plane flying through a blue sky.,through,plane,sky,flying,,
260261,552311,A man in the back of a truck cutting fruit.,in,man,back,cutting,,
411754,212178,A man with glasses looking at his cell phone.,with,A man,glasses,looking,,
230166,32880,A herd of sheep grazing in a field.,in,A herd of sheep,a field,grazing,,
370711,339568,a picture looking in to an umbrella shop,in to,picture,umbrella shop,looking,,
162366,250476,A black parking meter next to a brick building.,next to,A black parking meter,a brick building,,,
285349,342799,A clear heart shaped jar filled with many colors of paper cranes.,with,jar,many colors of paper cranes,filled,,
166642,206712,an elephant in captivity with trees in the background,in,elephant,captivity,,,
519611,245799,a close up of a polar bear on a rock formation,up of,a close,a polar bear,,,
208363,591640,A group of people sitting around eating pizza together.,of,group,people,sitting,,
570539,494322,A man looking out the window of a bus,out,man,window,looking,,
378673,222702,A man riding a skateboard down the side of a ramp.,down,A man riding a skateboard,the side of a ramp,riding,,
389812,287516,A man standing holding a bunch of bananas.,of,bunch,bananas,holding,,
511453,429293,A plate with a pizza covered in french fries sits next to a beer.,with,A plate,a pizza,covered,,
17905,678661,A man standing next to a light and a sign.,next to,A man,a light,standing,,
49759,339136,A man serving a volley ball on a court.,on,ball,court,serving,,
195842,798679,a person standing in a living room with a remote control,in,person,living room,standing,,
73326,279207,An open refrigerator filled up with food and condiments.,with,refrigerator,food,filled,,
517056,509591,Two women stand over a table with a cake cut into pieces.,over,Two women,a table,stand,,
96427,293642,Young boys in the gym holding tennis rackets,in,Young boys,the gym,holding,,
416991,23904,Covered seating in front of a restaurant by a lake.,in front of,Covered seating,a restaurant,,,
453634,38283,A bathroom scene with focus on the toilet.,with,A bathroom scene,focus,,,
125850,639852,This gray cat has curled up into a ball,into,cat,ball,curled,,
151051,194112,A skier sliding down a snow covered hill.,down,skier,hill,sliding,,
6040,314069,An electric train is traveling down the track on a road.,down,train,track,is traveling,,
500663,231620,A herd of cattle grazing on a lush green field.,on,A herd of cattle,a lush green field,grazing,,
186296,420180,The grey and white cat is beside a rubber show.,beside,The grey and white cat,a rubber show,is,,
16439,33583,A lap top computer is open and on and is sitting on a desk next to a glass of liquid and a lamp.,on,A lap top computer,a desk,is sitting,,
176701,87908,A sign on the street that lets you know where you are.,on,A sign,the street,lets,,
404191,227538,A refrigerator freezer sitting in a yellow kitchen.,in,refrigerator freezer,yellow kitchen,sitting,,
513484,568856,A happy bear putting his paws in some water.,in,paws,some water,putting,,
560474,649953,A car is shown covered in dental items at a fair.,in,car,dental items,is shown,,
550714,312278,a close up of a child eating a banana,of,a close up,a child,eating,,
237928,750576,Small kitchen with cabinets and a microwave on the counter.,with,Small kitchen,cabinets,,,
515350,391852,A surfer kneels as he catches a large wave.,as,surfer,,kneels,,
466156,397842,Black cat sitting on the engine of a black car.,on,cat,engine,sitting,,
555705,246250,Two striped cats lying with two sneakers on a ledge.,with,Two striped cats,two sneakers,lying,,
177015,23541,A man sitting in a chair with a cat and a laptop.,in,man,chair,sitting,,
476119,550039,A man with a helmet on riding a skateboard in the street.,with,A man,a helmet,riding,,
46252,552994,A batter ready to swing at home plate with an umpire and catcher behind him ,at,batter,home plate,swing,,
236845,810053,a small street sign sits on a pole ,on,sign,pole,sits,,
544444,272448,A person skis down a snowy hill.,down,person,snowy hill,skis,,
284725,501698,a public transit bus on a city street,on,a public transit bus,a city street,,,
333402,323140,A man walking towards a blue and white bus on street.,towards,A man,a blue and white bus,walking,,
248111,636156,A white refrigerator freezer sitting inside of a kitchen.,inside of,A white refrigerator freezer,a kitchen,sitting,,
265108,263254,A balloon is tried to a bag right next to a luggage bag.,next to,a bag,a luggage bag,is tried,,
98839,436501,A cat that is looking at a television screen.,at,cat,television screen,is looking,,
172648,525539,A man in a construction outfit leaned over a utility truck.,in,man,construction outfit,leaned,,
145620,738417,a guy riding a dirt bike on a course,on,a dirt bike,a course,riding,,
260106,411511,A person riding a horse who is jumping over obstacles.,over,horse,obstacles,is jumping,,
47828,167746,People walk by a boat near a lighted bridge,by,People,a boat,walk,,
447789,272660,A Do Not Enter Sign with a Two Way Street Sign above it.,with,A Do Not Enter Sign,a Two Way Street Sign,,,
80949,516656,A kitten laying asleep on top of a turned on laptop.,on top of,A kitten,a turned on laptop,laying,,
395180,658601,a person on a bike that is by some water,on,a person,a bike,is,,
525083,769749,a view of a kitchen from across the room.,of,a view,a kitchen,,,
98392,233105,An elaborate lamp post clock in a traffic circle,in,An elaborate lamp post clock,a traffic circle,,,
148719,297873,A red Dodge truck is parked near another Dodge.,near,A red Dodge truck,another Dodge,is parked,,
147745,801527,Two trucks parked next to each other on a dirt road.,next to,Two trucks,each other,parked,,
22192,374829,A dog is sitting on an unmade bed with pillows.,on,dog,an unmade bed,is sitting,,
66926,405704,A bunch of glazed donuts sitting on a table.,on,A bunch of glazed donuts,a table,sitting,,
244496,564737,A person with a tie and a suit.,with,A person,a tie,,,
137727,159840,A high-speed passenger train is being loaded with luggage.,with,train,luggage,loaded,,
271728,765614,A cat lying on a sofa in front of a computer.,on,cat,sofa,lying,,
252716,490106,there is a frisbee lying next to a tree in a grassy field,next to,a frisbee,a tree,lying,,
175443,676750,Teddy bear with a red bow hanging on a Christmas tree.,with,Teddy bear,a red bow,hanging,,
235784,785752,A woman hiking across snow covered ground with two ski poles.,across,woman,snow covered ground,hiking,,
201676,46459,Three zebras stand in a field near a tree.,in,Three zebras,a field,stand,,
243148,430504,A little child sits in the snow with skis.,in,child,snow,sits,,
438955,802973,competitive skiers ski forward on a flat surface,on,skiers,a flat surface,ski,,
570782,206637,a desk with two laptops and a monitor,with,a desk,two laptops,,,
470924,328872,A group of people sit at a wooden table with pizzas on it in an outdoor place.,of,group,people,sit,,
260106,411352,A man jumping a brown horse over an obstacle.,over,a brown horse,an obstacle,jumping,,
92416,94105,A man holding a bottle of something to drink,of,bottle,something,holding,,
187513,29607,A photograph of a newly remodeled bathroom in a home.,of,A photograph,a newly remodeled bathroom,,,
564133,117355,Pack of 6 elephants walking through the native brush.,of,Pack,6 elephants,walking,,
200152,211288,A wall street street sign in front of a lit up street.,in front of,A wall street street sign,a lit up street,,,
17115,605802,A rear view of two zebras with their heads up against a fence.,of,view,two zebras,,,
227686,170164,A bridled mule stands in front of trees and leaves.,in front of,A bridled mule,trees,stands,,
499181,138575,There are many cars that are parked in the parking lot,in,cars,parking lot,parked,,
210915,564699,A person on a surfboard in the water.,on,person,surfboard,,,
344611,628203,a street sign mentioning water on the road,on,water,the road,mentioning,,
111036,360287,An old oven left outside in the garbage.,in,oven,the garbage,left,,
383339,35576,Red clouds as sun sets over the ocean,over,sun,the ocean,sets,,
298251,219684,A panoramic view of zebras in a dry field.,of,view,zebras,,,
243626,61129,A plate with green beans and a protein and some polenta with cheese.,with,A plate,green beans,,,
477441,266609,A large passenger jet sitting on top of an airport tarmac.,on top of,A large passenger jet,an airport tarmac,sitting,,
286503,322778,An elephant playing with a sack handing from a concrete structure.,with,elephant,sack,playing,,
15079,820217,Two sandwiches have been halved and placed on a plate with a knife.,on,Two sandwiches,a plate,placed,,
84170,140676,A bus driving on a rain covered street,on,A bus,a rain covered street,driving,,
193245,228193,A group of people flying kites by the river.,of,group,people,flying,,
243075,488807,A wet polar bear looks up at the sky in his zoo enclosure,at,bear,sky,looks,,
425221,118988,people in an air port waiting area ,in,people,an air port waiting area,,,
14473,654347,A very nice looking toy train and some workers on the tracks.,on,some workers,the tracks,,,
511999,828277,A yellow train next to a platform with two men wearing orange jackets and another man standing next to them.,next to,A yellow train,a platform,,,
547144,675402,a long disk with several laptops and PC computers ,with,a long disk,several laptops and PC computers,,,
407524,651863,Pasta with sauce and broccoli on white plate.,with,Pasta,sauce,,,
526706,283119,a small calf nursing a cow in a pasture,in,a cow,a pasture,nursing,,
240250,265970,A woman is eating pizza with a fork.,with,pizza,a fork,is eating,,
229858,195057,A deer comes out of the bushes for its child,out of,A deer,the bushes,comes,,
492362,542340,A man in front of a vendor on a skateboard.,in front of,A man,a vendor,,,
334521,665564,Two giraffes stare at a crane from behind a fence.,at,Two giraffes,a crane,stare,,
84650,494423,A cat lying on a suit case and looking alertly.,on,cat,suit case,lying,,
50380,225113,A man guides a pony with a young boy on it's back.,with,a pony,a young boy,guides,,
302030,513031,The desk with a laptop has papers strewn all over it.,with,The desk,a laptop,has,,
469067,540733,A sleeping woman cuddling a cat in bed.,in,cat,bed,cuddling,,
147205,767906,Arrangement of food with variety of meat and potatoes in upscale fashion.,of,Arrangement,food,,,
482319,520854,A man and a woman playing with a baby.,with,a man and a woman playing,a baby,playing,,
26690,719216,A man is high in the air as he skateboards on the ramp.,in,man,air,is,,
368684,496936,A laptop sitting in a room with a big TV.,in,laptop,room,sitting,,
450399,752693,a man is standing behind a glass counter,behind,a man,a glass counter,is standing,,
574297,759437,A man that is riding a horse on a dirt road.,on,horse,dirt road,is riding,,
203488,203464,A silver and gray parking meter sitting by a tree.,by,parking meter,a tree,sitting,,
360960,487760,A person is holding up a large colorful umbrella,up,person,umbrella,holding,,
478286,382774,A large long train on a steel track.,on,A large long train,a steel track,,,
309655,806273,A woman on skis in front of people on a slope.,on,woman,skis,,,
400815,720723,A man sitting in the back of a truck.,in,man,back,sitting,,
438017,626581,A red stop light that is over a street.,over,A red stop light,a street,is,,
465180,247735,People riding and washing elephants in a stream.,in,elephants,a stream,washing,,
33114,462931,Searchlights in front view and a plane on a wide runway in the background.,in,Searchlights,front view,,,
7991,587270,Carrots and small green beans on a white plate.,on,Carrots and small green beans,a white plate,,,
164115,228284,A surfboard is stowed in a rack alongside a walkway.,in,surfboard,rack,is stowed,,
42889,482284,Stuffed bear wearing glasses with electronic audio equipment.,with,glasses,electronic audio equipment,,,
236721,650804,The meal is ready on the tray to be eaten.,on,The meal,the tray,is ready,,
267946,734640,A sign for a public restroom is in more than one language.,for,sign,a public restroom,is,,
78420,806757,A cat curled up by the keyboard of a laptop.,by,cat,keyboard,curled,,
431545,574262,A baseball runner slows as he arrives at third base,at,he,third base,arrives,,
132116,133650,A bowl full of meat and vegetables ready to eat.,of,bowl,meat and vegetables,,,
284296,272486,Three giraffe's leaning over to get a sip of water.,of,sip,water,get,,
524108,453753,There is a group of motorcycles that are parked together.,of,group,motorcycles,is,,
184400,369699,A subway train that is passing over a train bridge.,over,A subway train,a train bridge,is passing,,
140583,384800,A flock of animals stand on the road near mountains.,on,A flock of animals,the road,stand,,
98633,313029,The cake is topped with five whole strawberries.,with,cake,five whole strawberries,is topped,,
107339,821135,Two girls play Wii in a room with ourange rugs and white sofas.,in,Two girls,a room,play,,
47112,36184,A pizza sitting on a plate in front of a glass of wine.,on,A pizza,a plate,sitting,,
549738,123415,A photo of a kite is a town in the background.,of,A photo,a kite,is,,
289659,591054,The giraffe is eating grass from the hill side.,from,grass,the hill side,is eating,,
341058,648155,A lamp post stands next to an umbrella and table.,next to,A lamp post,an umbrella,stands,,
152686,675990,A man dressed in orange is playing tennis.,in,man,orange,is playing,,
323151,333395,A table is set with pizza and beer and a salad.,with,table,pizza,is set,,
42178,416931,Smoggy picture of many trains in a busy train station.,of,picture,many trains,,,
492905,752060,a computer monitor and keyboard on a desk,on,a computer monitor and keyboard,a desk,,,
559348,615698,A baseball game in progress with the batter up to plate.,in,A baseball game,progress,is (implied),,
